title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Pettkammi,"Anvitha Sagar,Shreeraam,","Keerthi Bl,",,"Comedy,",,"February 16, 2018 (India)","India,","Tulu,","Malgudi Talkies,",,"₹5,000,000 (estimated)",,Color,,,,,,,
Border Guardians of Ackernon,"Stars,Raymond Castelan,Troy Fidis,Danielle K. Golden,,","Paul Best,",,"Fantasy,",PG-13,"September 7, 2010 (United States)","United States,","English,","Wolf's Head Productions,",,"$9,000 (estimated)",47min,,,,,,,,
Concours de Circonstances,"Stars,Sophie Doyen,Marjorie Grégoire,Aïcha Rapsaet,,","André Gilmet,",,"Drama,",,"June 10, 2014 (France)","France,","French,",,,,,Color,,,,,,,
Wherever You Go,"Jorele Simons,",,,,,,"United Kingdom,","English,",,,,,Color,,,,,,,
Ang liham sa tulay ng Usman,,"CJ Santos,","Writers,Ritchie Jota,Lawrence Lagdameo,Jamieson Lee,,","Drama,",,2017 (Philippines),"Philippines,","Filipino,","Brainhouse Film Production,",,"₱2,000,000 (estimated)",,Color,,,,,,,
Supersedure,"Stars,Amy Steiner,Ken Mattson,Alex Hersom,,","Marti Hersom,","Alex Hersom,Jessi Hersom,Marti Hersom,","Drama,",,,"United States,","English,",,,,1h 15min,Color,,,,,,,
The Good Samaritan,"Stars,Nathanael Trahan,Jeff Bordelon,Aaron Migdon,,","Aaron Migdon,","Aaron Migdon,","Comedy,Drama,Music,",,,"United States,","English,",,,,1h 13min,Color,,,,,,,
Barham Boulevard: Musical Part 2,"Omer Pasha,","Omer Pasha,","Omer Pasha,","Mystery,",Not Rated,"April 24, 2015 (United States)","Canada,","English,","Farhat Pasha Productions,",,"CA$100,000 (estimated)",2h 2min,Black and White,,,,,,,
Mutumbo the Lost Prince,"Stars,Michael Blackson,Michael Colyar,Tamara Darress,,","Leevon Daniels,",,"Comedy,",,,"United States,","English,",,,"$50,000 (estimated)",1h 31min,Color,,,,,1,,
Wingman Class,"Stars,Russell Duncan,Joey Acuna Jr.,Ryan Beard,,","Hideyuki Kawatani,Russell Duncan,","Russell Duncan,","Comedy,",,"March 13, 2010 (United States)","United States,","English,","BOOMaRANG Entertainment,",,"$250,000 (estimated)",1h 22min,Color,"Dolby Digital,",1.33 : 1,,,,,
