title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Reverse Runner,"Stars,Dan Cannon,Rosco Brauer,Bianca Linton,,","Lachlan Ryan,Jarrod Theodore,","Lachlan Ryan,Jarrod Theodore,Dan Cannon,","Comedy,Drama,Family,Sport,",Not Rated,"February 21, 2013 (Australia)","Australia,","English,","Theory Pictures,",,,1h 26min,Color,,,4.1/10,166,2,2,
Grendel,"Stars,Sun Jang,Jeong Suk Kim,Ji-hye Kim,,","Hanmin Yun,","Hanmin Yun,","Crime,Drama,Mystery,Thriller,",,"November 23, 2017 (South Korea)","South Korea,","Korean,",,,"$900,000 (estimated)",1h 38min,Color,,,,,1,,
Passannante,"Stars,Fabio Troiano,Ulderico Pesce,Alberto Gimignani,,","Sergio Colabona,","Sergio Colabona,Ulderico Pesce,Massimo Russo,","Biography,Drama,History,",,"June 24, 2011 (Italy)","Italy,","Italian,","Farfilms,","$12,091",,,,"Dolby Digital,",1.85 : 1,5.8/10,22,3,,
The Legend of the War Horse,,"Frank Gefang Yang,",,"Music,",,"July 20, 2017 (Mongolia)","Mongolia,","Mongolian,",,,,1h 30min,Color,,,,,,,
Oan Hồn Bóng Đêm,"Stars,Nikolay Nevzorov,Ekaterina Barykina,Nafisa Khayrillina,,","Aleksey Barykin,","Aleksey Barykin,","Fantasy,",C16,"March 29, 2019 (Vietnam)","Russia,","Russian,English,","Kinopompaniya Alekseya Barykina,","$34,392",,1h 25min,Color,,,3.2/10,30,1,,
Valley of the Dead,"Stars,Lex Yochim,Maxim Horner,Timothy Luke,,","K. Adithya Ashok,Evan Sorlien,","K. Adithya Ashok,Evan Sorlien,","Action,",Not Rated,"April 5, 2010 (United States)","United States,","English,","Abandon House Films,",,"$1,000 (estimated)",50min,Color,"Stereo,",2.35 : 1,6.6/10,13,,,
Yalniz Hayaller Kaldi,"Stars,Mahmut Cevher,Perihan Savas,Ecem Baltaci,,","Mehmet Ali Arslan,","Nimet Erdem,Mahmut Tuncer,","Drama,",,"April 27, 2018 (Turkey)","Turkey,","Turkish,",,"$1,346",,1h 25min,Color,,,7.6/10,97,1,,
There Are No Goodbyes,"Stars,Matthew King,Jennifer Hooper,Frederick Williams,,","John C. Lyons,","Andrew Flatley,John C. Lyons,","Drama,Romance,Sci-Fi,",Not Rated,"April 14, 2013 (United States)","United States,Ireland,Czech Republic,Poland,","English,Polish,Russian,","Lyons Den Productions,",,,1h 34min,Color,,,6.7/10,18,,,
Next Time Ned,"Stars,Raymond Mearns,Scott Campbell,Adrianne Boyd,,","Thomas McCue,","Thomas McCue,","Comedy,Drama,",,"May 8, 2010 (United Kingdom)","United Kingdom,","English,","Big Shadow Productions,",,,1h 16min,Color,,,8.1/10,12,,,
Tête de chien,"Stars,Arnaud Charrin,Francoise Dupont,Julie Joubert,,","Tommy Weber,","Tommy Weber,",,,September 2016 (France),"France,","French,",,,,1h 5min,Color,,,9.4/10,41,1,,
Jaded Velvet,"Stars,Charlotte,Kody Evans,Joe Haugh,,","Joe Haugh,","Joe Haugh,","Fantasy,",,"October 13, 2017 (United States)","United States,","English,",,,,,Color,,,,,1,,
Billboard,"Stars,Anna Cox,Lucy Griffiths,Kieron James,,","Jamie Patterson,","Jamie Patterson,","Horror,",,"April 1, 2011 (United Kingdom)","United Kingdom,","English,","Jump Start Productions,",,"£10,000 (estimated)",1h 4min,Color,,,4.6/10,28,1,,
Octopus1: White forehead,"Stars,Mohamad Reza Sharifinia,Gohar Kheirandish,Amin Zendegani,,","Seyed Javad Hashemi,","Seyed Javad Hashemi,","Adventure,Comedy,Family,Fantasy,Musical,",,"October 10, 2011 (Iran)","Iran,","Persian,",,,"IRR 9,999 (estimated)",1h 30min,Color,"Dolby SR,",1.85 : 1,5.6/10,90,1,,
Common Gender,"Stars,Chitralekha Guho,Dolly Johur,Saju Khadem,,","Noman Robin,","Noman Robin,","Drama,",,"June 22, 2012 (Bangladesh)","Bangladesh,","Bengali,",,,,,Color,,,8.0/10,47,,,
The Job Interview,"Stars,Dawna Lee Heising,Patrice Fisher,Michael Joseph Pierce,,","Sid Burston,Ernest Serrano,Philip Thornton,","Writers,Betty Burston,Sid Burston,Ronald H. Gray,,","Sci-Fi,",,"October 31, 2017 (United States)","United States,","English,","Burnt Chili Productions,Falkonqwest Productions,",,"$100,000 (estimated)",2h 12min,Color,,,8.2/10,16,,,
