title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Die Geschichte einer Legende,"Stars,Caspar von der Schulenburg,Antony Connor,Niklas Distler,,","Christoph Tripp,","Christoph Tripp,","Fantasy,",,"January 31, 2015 (Austria)","Austria,","German,","26 Frames,",,"€30,000 (estimated)",45min,Color,"Stereo,",2.35 : 1,8.3/10,12,,,
Orang-U 2: Monkey Business,"Stars,Keith Selvin,Wolfgang Schuler,Geoff van Wyck,,","Matt Lee,","Ryan Dougherty,Matt Lee,","Comedy,",,2020 (United States),"United States,",,"Rogue Trader Motion Picture Company,",,,,,,,,,,,
Enakku Innum Kalyanam Aakale,"Jagan,Piraisoodan,Raihana,","Murugalingam,",,"Comedy,",,"July 5, 2019 (India)","India,","Tamil,",,,,1h 51min,Color,,,,,,,
Gipsy Sunset,"Stars,Consuelo Vega,John Idakitis,Victor Sarmiento,,","Kavi Raz,Alberto Lee,","Kavi Raz,","Drama,Thriller,",,"August 29, 2016 (United States)","India,United States,","English,Hindi,Punjabi,","White Cloud Movies,",,"₹50,000,000 (estimated)",,,,,,,,,
Perfect 10,"Stars,Karie Gonia,Morgan Millogo,Aaron Heinzen,,","Kris Boustedt,Lindy Boustedt,","Kris Boustedt,Lindy Boustedt,","Comedy,Drama,Romance,",Not Rated,"June 7, 2010 (United States)","United States,","English,","First Sight Productions,",,,1h 44min,Color,,,6.0/10,38,,,
On the Air,"Yiannis Photinos,Jessica Brown,","Jessica Brown,","Jessica Brown,","Drama,",,"November 25, 2020 (United States)","United States,","English,","Jessica Brown Media Productions,",,,,Color,,,,,,,
Dream Country,"Stars,Scott Deckert,Robert Rollins,Kaleti Williams,,","Robert Rollins,","Writers,Christopher Dominguez,Edward Fik,Joseph Guimond,,","Fantasy,",,"September 1, 2018 (United States)","United States,","English,","Robert Rollins Pictures,",,"$100,000 (estimated)",,Color,,,,,,,
Kabayan Jadi Milyuner,"Stars,Jamie Aditya,Meriam Bellina,Rianti Cartwright,,","Guntur Soeharjanto,",,"Comedy,Drama,",,"December 23, 2010 (Indonesia)","Indonesia,","Indonesian,","StarVision Plus,",,,1h 45min,Color,,,5.1/10,16,,,
Pa'l Campamento,"Stars,Roberto Angel Salcedo,Manolo Ozuna,Kenny Grullon,,","Roberto Angel Salcedo,","Roberto Angel Salcedo,","Comedy,",,"January 15, 2015 (Dominican Republic)","Dominican Republic,","Spanish,","Miranda Films,",,,1h 35min,Color,,,3.5/10,20,,,
Life Heist,"Stars,Chaston Finaldi,Conor Harrington,Tom Ferguson,,","James Moore,","James Moore,","Action,Adventure,Comedy,Crime,Drama,Romance,",,May 2016 (United States),"United States,","English,","Braddock Productions,",,"$3,000 (estimated)",1h 12min,Color,"Stereo,",,7.9/10,19,,,
