title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Brutus vs César,"Stars,Kheiron,Thierry Lhermitte,Gérard Darmon,,","Kheiron,","Kheiron,","Comedy,",,"September 18, 2020 (France)","France,","French,","PAIVA FILMS,Centaure,Orange Studio,",,"$8,500,000 (estimated)",1h 27min,Color,,2.35 : 1,3.5/10,689,12,3,
Pornopung,"Stars,Ole Christoffer Ertvaag,Herbert Nordrum,Anders Rydning,,","Johan Kaos,","Johan Kaos,Mads Larsen,Harald Mæle Jr.,","Comedy,Drama,",,"February 5, 2021 (Poland)","Norway,","Norwegian,","Chezville,Feil Film,Tappeluft Pictures,","$649,029","NOK 10,600,000 (estimated)",1h 36min,Color,,2.35 : 1,6.0/10,1.5K,5,6,
Leaving D.C.,"Stars,Josh Criss,Karin Crighton,Jeff Manney,,","Josh Criss,","Josh Criss,","Horror,Mystery,",,,"United States,","English,",,,,1h 17min,Color,,,6.1/10,1.2K,48,4,
Just Like a Woman,"Stars,Sienna Miller,Golshifteh Farahani,Bahar Soomekh,,","Rachid Bouchareb,","Joelle Touma,Marion Doussot,","Drama,",Rated R for language and a scene of sexuality,"July 5, 2013 (United States)","United Kingdom,United States,France,","English,","Taghit llc,The Doha Film Institute,Cohen Media Group,","$34,206",,1h 27min,Color,"Dolby Digital,",2.35 : 1,5.5/10,2.8K,7,17,39
Into the Beat - Dein Herz tanzt,"Stars,Alexandra Pfeifer,Helen Schneider,Anton Wichers,,","Stefan Westerwelle,","Hannah Schweier,Stefan Westerwelle,","Drama,Music,Romance,",,"July 16, 2020 (Germany)","Germany,","German,English,Russian,","Lieblingsfilm,",,,1h 42min,Color,,2.39:1,5.3/10,1.2K,20,23,
Le retour du héros,"Stars,Jean Dujardin,Mélanie Laurent,Noémie Merlant,,","Laurent Tirard,","Laurent Tirard,Grégoire Vigneron,","Comedy,History,",PG,"February 14, 2018 (Belgium)","France,Belgium,","French,","JD Prod,les Films sur Mesure,StudioCanal,","$7,362,730",,1h 30min,Color,,2.35 : 1,6.5/10,3.7K,16,30,
Lila & Eve,"Stars,Viola Davis,Aml Ameen,Ron Caldwell,,","Charles Stone III,","Pat Gilfillan,","Crime,Drama,Thriller,",Rated R for violence and language,"July 17, 2015 (United States)","United States,","English,","A+E Studios,ChickFlicks Productions,JuVee Productions,","$179,807",,1h 34min,Color,"Dolby Digital,",1.85 : 1,5.8/10,8.3K,57,39,45
Ta fang jian li de yun,"Stars,Zhou Chen,Ye Hongming,Jin Jing,,","Xinyuan Zheng Lu,","Xinyuan Zheng Lu,","Drama,",,"October 22, 2020 (Hong Kong)","China,Hong Kong,","Mandarin,English,Japanese,Flemish,","Blackfin (Beijing) Culture & Media Co.,Rediance,",,,1h 41min,Black and White,,1.78 : 1,6.3/10,259,2,13,
Zoo,"Stars,Toby Jones,Penelope Wilton,Stephen Hagan,,","Colin McIvor,","Colin McIvor,","Adventure,Family,History,War,",": Rated PG for thematic elements, some war action and language","June 29, 2018 (United Kingdom)","Ireland,United Kingdom,","English,","Wee Buns,Ripple World Pictures,Entertainment One,","$231,719","$4,000,000 (estimated)",1h 37min,Color,,2.35 : 1,6.5/10,1.1K,18,25,
Change in the Air,"Stars,Rachel Brosnahan,Aidan Quinn,M. Emmet Walsh,,","Dianne Dreyer,","Audra Gorman,","Drama,",Rated PG for some thematic elements and brief language,"October 19, 2018 (United States)","United States,","English,","Red Square Pictures,M.Y.R.A. Entertainment,",,,1h 34min,Color,,,5.6/10,630,47,5,26
