title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Vampariah,"Stars,Aureen Almario,Alex Benjamin,I-Li Chang Brice,,","Matthew Abaya,","Matthew Abaya,Lawrence Yaghmour,","Horror,",R,"February 1, 2016 (United States)","Philippines,United States,","English,",,,,1h 30min,Color,,,5.0/10,93,7,8,
Coulrophobia,"Stars,Pete Bennett,Daniella D'Ville,Roxy Bordeaux,,","Lee Bibby,Warren Speed,","Warren Speed,","Horror,",TV-MA,"September 25, 2018 (United States)","United Kingdom,","English,","Growling Clown Entertainment,",,"£50,000 (estimated)",1h 25min,Color,,2.35 : 1,3.4/10,115,1,4,
Avicii Tribute Concert: In Loving Memory of Tim Bergling,"Stars,Avicii,Zak Abel,Salem Al Fakir,,","Directors,Johan Bjerkelund,Carl Falk,Stefan Olsson,,",,"Music,",,"December 5, 2019 (United States)","Sweden,","English,","Tim Bergling Foundation,Avicii AB,Anna&Paul&Co,",,"$1,000,000 (estimated)",2h 15min,Color,,,9.1/10,78,1,,
Saladcide 1: Green with Envy,"Stars,Ethan Asch,Zach Bellin,Anastazia Bereziny,,","Ethan Paisley,","Ethan Paisley,","Action,Comedy,Thriller,",,"January 15, 2015 (United States)","United States,",,"Paisley Pictures,",,,1h 20min,Color,,,5.2/10,28,1,,
Damasarete pero-pero: Wakarete moraimasu,"Stars,Shiori Kamisaki,Ai Sayama,Yuu Shinoda,,","Yutaka Ikejima,","Kyôko Godai,",,,"March 16, 2018 (Japan)","Japan,","Japanese,","Cement Match,",,,,Color,"Mono,",,,,,,
Sing lek lek thi na rock,"Stars,Esther Supreeleela,Natthawat Chainarongsophon,Anon Saisangcharn,,","Puttipong Pormsaka Na-Sakonnakorn,",,"Comedy,",,"December 4, 2014 (Thailand)","Thailand,","Thai,",,"$165,522",,,Color,,,6.2/10,31,,,
Grandma's House,"Stars,Rachelle Dimaria,Kathy Rose Center,Marcus Hysmith,,","Bonnie Ryan,","Trevor Munson,Bonnie Ryan,","Drama,Horror,Thriller,",TV-PG,"October 20, 2018 (United States)","United States,","English,","El Rey Network,",,,1h 8min,Color,,,5.7/10,45,2,,
Rendu Rellu Aaru,"Ravi Kale,V.K. Naresh,Thagubothu Ramesh,","Nandu Nandhu,",,"Comedy,",,2017 (India),"India,","Telugu,","Day Dream Creations,Vaarahi Chalana Chitram,",,,2h 3min,Color,,,6.8/10,26,2,,
Todos cambiamos,"Stars,Arantxa de Juan,Gaby Gnazzo,Jassiel,,","Arturo Montenegro,","Henry Corcuera,Arturo Montenegro,","Drama,",,"August 15, 2019 (Panama)","Panama,","Spanish,","GC Films,Q Films,Freedom Films,",,,1h 33min,Color,,,6.3/10,58,3,20,
King of Herrings,"Stars,Joe Chrest,Andrea Frankle,Eddie Jemison,,","Eddie Jemison,Sean Richardson,","Eddie Jemison,","Comedy,Drama,",,2013 (United States),"United States,","English,","Burnside Entertainment,Lambkin Productions,YellowCake Pictures,",,"$750,000 (estimated)",1h 22min,Black and White,,2.35 : 1,6.7/10,69,10,3,
Gin no saji,"Stars,Kento Nakajima,Alice Hirose,Tomohiro Ichikawa,,","Keisuke Yoshida,","Hiromu Arakawa,","Comedy,Drama,Romance,",,"April 18, 2014 (Taiwan)","Japan,","Japanese,","Tokyo Broadcasting System (TBS),Shogakukan,Toho Company,","$6,803,548",,1h 51min,Color,,,6.6/10,327,1,,
Lärjungen,"Stars,Erik Enge,Patrik Kumpulainen,Niklas Groundstroem,,","Ulrika Bengts,","Jimmy Karlsson,Roland Fauser,","Drama,Thriller,",,"September 27, 2013 (Finland)","Finland,","Swedish,","Långfilm Productions Finland Oy,","$80,741","€1,600,000 (estimated)",1h 33min,Color,,2.35 : 1,6.5/10,430,1,2,
Familien Jul,"Stars,Pelle Falk Krusbæk,Herman Knop,Alfred Bjerre Larsen,,","Carsten Rudolf,","Carsten Rudolf,","Comedy,Family,Fantasy,",,"November 20, 2014 (Denmark)","Denmark,","Danish,","LumaFilm,Pixy Film,","$249,413",,1h 30min,Color,,1.85 : 1,4.9/10,152,,,
Pair Down,"Stars,Steve Bernstein,Brandon Michael Bunn,Alyse Dionne,,","Jim Menza,","Jim Menza,","Adventure,Comedy,Drama,",,"March 16, 2019 (United States)","United States,","English,",,,,1h 30min,Color,,,,,,,
70X7: Sewentig Maal Sewe,"Stars,Angelique Gerber,Gerhard Steyn,Marcus Muller,,","Willie Olwage,","Jacqualine Olwage,Willie Olwage,","Drama,",,"October 28, 2015 (South Africa)","South Africa,","Afrikaans,","Incense Productions,",,"ZAR 4,000,000 (estimated)",1h 28min,Color,,16 : 9,6.8/10,6,,,
Corbo,"Stars,Anthony Therrien,Antoine L'Écuyer,Karelle Tremblay,,","Mathieu Denis,","Mathieu Denis,","Biography,Crime,Drama,History,",,"September 2, 2015 (France)","Canada,","French,Italian,","Max Films Media,",,,1h 59min,Color,,2.35 : 1,7.2/10,492,7,,
