title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Golapi Ekhon Bilatey,"Stars,Mousumi,Mithun Chakraborty,Ferdous Ahmed,,","Amjad Hossain,","Md. Jahiduzzaman,","Musical,",,"January 29, 2010 (Bangladesh)","Bangladesh,","Bengali,","Channel Touch Bangladesh,",,"BDT 935,000 (estimated)",,,,,7.2/10,37,,,
Guru ji: Ahead of time,,"Sudipto Sen,","Sudipto Sen,Amit Tiwari,","Biography,",,"September 28, 2018 (India)","India,","Hindi,","Last Monk Films,",,"$35,000 (estimated)",,Color,"Dolby Digital,",16 : 9,,,,,
The Master Designer: The Song,"John Causby,Brian Corsetti,","Steve Greisen,","Steve Greisen,",,,March 2014 (United States),,"English,","Reel Productions,",,,1h 16min,Color,,,6.2/10,16,1,,
Aapothkalin Trikalika,,"Ashish Avikunthak,","Ashish Avikunthak,","Drama,",,,"India,Germany,","Bengali,","Ashish Avikunthak Productions,Weltfilm,",,,1h 19min,Color,,,8.2/10,9,,,
Memoriam,"Stars,Gary Boue,Kayla Eck,Daniel Flint,,","Michael Flint,","Michael Flint,","Mystery,Sci-Fi,Thriller,",,,"United States,Germany,","English,","Aeonian Pictures,",,,2h 2min,Color,,,7.4/10,10,,,
Vaanga Vaanga,"Appukutty,Shriya Sri,Powerstar Srinivasan,","N.P. Ismail,",,,,"March 17, 2017 (India)","India,","Tamil,","Friends Pictures,",,,,Color,,2.35 : 1,,,,,
Newport Castle,"Stars,Kristina Horan,Kevin Cahill,Kayla Caulfield,,","Karen Iacobbo,","Karen Iacobbo,","Romance,",,"May 20, 2019 (United States)","United States,",,"Providence Lyceum,",,"$12,000 (estimated)",,Color,,,,,,,
Entre Dos Aguas,"Stars,Miguel Acosta,Sophie Botte,Florent Bresson,,","Laurent Aspesberro,Antonin Dureuil,","Laurent Aspesberro,Antonin Dureuil,","Adventure,Drama,",,"December 12, 2019 (France)","France,Colombia,","Spanish,French,","Diopside Production,Le Collectif des Gueux,",,,1h 33min,Color,,,,,,,
Sunburnt Angels,"Stars,Michael J. Pollard,Tony Devon,Michael Carradine,,","Garrett Kelly,","Garrett Kelly,","Comedy,Crime,",R,2011 (United States),"United States,","English,","Smart Tell Productions,",,"$3,000,000 (estimated)",1h 59min,Color,"Dolby Digital,",1.33 : 1,,,,,
Inran sen ichiya: Kôkotsu no yogari,"Stars,Sakura Haruno,Shijimi,Hotaru,,","Tetsuya Takehora,","Kiminori Komatsu,Daisuke Yamaguchi,",,,"September 23, 2011 (Japan)","Japan,","Japanese,","Blue Forest Film,",,,1h,Color,"Mono,",,,,,,
Sibirskiy potroshitel,"Stars,Vera Bazanova,Yuriy Borisenko,Ilya Borodin,,","Sergey Zhiznenniy,","Sergey Zhiznenniy,","Drama,Horror,Thriller,",,April 2016 (Russia),"Russia,","Russian,","ZHISTALL,",,"RUR 130,000 (estimated)",1h 20min,Color,,2.35 : 1,5.5/10,34,,,
Dong Guan nu hai,"Stars,Ling Chenyu,Qingzhuo Fang,Ge Li,,","Zhenhua Dong,Yihua Fang,",,"Drama,",,"September 11, 2015 (China)","China,",,"Dongguanshi Haishang Media Co.,",,,,Color,,,,,,,
A Shot of Nectar,"Stars,Kyle Cosme,Alec Gaylord,Robert Hart,,","Makena Adams,","Makena Adams,",,,"May 1, 2017 (United States)","United States,","English,",,,,,Color,,,,,,,
Nazi Apocalypse,"Stars,Lauren Anderson,Yolanda Baca,Charles Vick Duncan,,","Charles Vick Duncan,","Charles Vick Duncan,","Comedy,Horror,",Not Rated,"January 1, 2012 (United States)","United States,","English,","N/A Film Crew,N/A film crew,",,"$2,000 (estimated)",,Color,,,7.1/10,14,,,
Enero,"Stars,Ernesto Hernández Doblas,Ismael Marcelino,Sheyla Rodríguez,,","Adrián González Camargo,","Adrián González Camargo,","Drama,",,"February 13, 2015 (Mexico)","Mexico,","Spanish,","Sinestesia,",,,1h 27min,Color,,,3.6/10,23,,,
The Who: Quadrophenia - The Complete Story,"Stars,Roger Daltrey,John Entwistle,Keith Moon,,",,,"Music,",,"July 24, 2012 (United States)","United States,","English,",,,,,Color,,,7.6/10,32,,,
Station 4,"Stars,Errol Sack,Noël Baker,George Ortuzar,,","Errol Sack,","Writers,Kevin Beauchamp,Travis L. Cook,Savannah Morgan,,","Action,Sci-Fi,Thriller,",,"February 10, 2014 (United States)","United States,","English,","ES Films,",,,1h 29min,Color,,,3.7/10,11,,,
The Unjudged,"Stars,Jake Buratti,Luke Bonello,Liam Macdonald,,","Nick Kapetanios,","Nick Kapetanios,","Action,Drama,Thriller,",,2014 (Australia),"Australia,","English,","Bishop2Captain Productions,",,,1h 31min,Color,,,,,,,
