title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Cyst,"Stars,Eva Habermann,George Hardy,Greg Sestero,,","Tyler Russell,","Tyler Russell,Andy Silverman,","Comedy,Horror,Sci-Fi,",,"September 24, 2020 (United States)","United States,",,"Fantomfilm,Narrative-Films TX,",,,1h 9min,,,2.39:1,4.5/10,274,8,17,
Akinjeon,"Stars,Ma Dong-seok,Kim Sungkyu,Mu-Yeol Kim,,","Won-Tae Lee,","Won-Tae Lee,","Action,Crime,Drama,Thriller,",IIB,"May 15, 2019 (South Korea)","South Korea,United States,","Korean,English,","Ace Maker Movie Works,B&C CONTENT,B. A. Entertainment,","$25,775,371",,1h 49min,Color,"Dolby Digital,",2.39 : 1,6.9/10,11K,82,90,65
Frances Ha,"Stars,Greta Gerwig,Mickey Sumner,Adam Driver,,","Noah Baumbach,","Noah Baumbach,Greta Gerwig,","Comedy,Drama,Romance,",IIB,"August 23, 2013 (Brazil)","United States,Brazil,","English,French,","Pine District Pictures,RT Features,Scott Rudin Productions,","$9,058,065",,1h 26min,Black and White,"Dolby Digital,",1.85 : 1,7.5/10,79K,223,353,82
Ingrid Goes West,"Stars,Aubrey Plaza,Elizabeth Olsen,O'Shea Jackson Jr.,,","Matt Spicer,","David Branson Smith,Matt Spicer,","Comedy,Drama,","Rated R for language throughout, drug use, some sexual content and disturbing behavior","August 25, 2017 (United States)","United States,","English,","Star Thrower Entertainment,Mighty Engine,141 Entertainment,","$3,146,831",,1h 38min,Color,"Dolby Digital,",2.35 : 1,6.6/10,39K,180,165,71
My Friend Dahmer,"Stars,Ross Lynch,Alex Wolff,Anne Heche,,","Marc Meyers,","Marc Meyers,John Backderf,","Biography,Drama,Horror,","R for disturbing images, language, teen drug use, drinking and sexual content, and for brief nudity","March 2, 2018 (France)","United States,","English,","Ibid Filmworks,Aperture Entertainment,Attic Light Films,","$1,436,751",,1h 47min,Color,,2.39:1,6.2/10,18K,127,128,68
Alvin and the Chipmunks: The Road Chip,"Stars,Jason Lee,Justin Long,Matthew Gray Gubler,,","Walt Becker,","Writers,Ross Bagdasarian,Janice Karman,Randi Mayem Singer,,","Animation,Adventure,Comedy,Family,Fantasy,Music,Musical,",I,"February 4, 2016 (Hong Kong)","United States,","English,Spanish,","Fox 2000 Pictures,New Regency Productions,Bagdasarian Productions,","$234,798,636","$90,000,000 (estimated)",1h 32min,Color,"Dolby Atmos,Dolby Digital,Dolby Surround 7.1,",1.85 : 1,5.0/10,18K,79,74,33
The Kissing Booth 2,"Stars,Joey King,Joel Courtney,Jacob Elordi,,","Vince Marcello,","Vince Marcello,Jay S Arnold,Beth Reekles,","Comedy,Romance,",TV-14,"July 24, 2020 (United Kingdom)","United Kingdom,United States,","English,","Netflix,Picture Loom,Clearblack Films,",,,2h 14min,Color,"Dolby Digital,",2.20 : 1,5.7/10,27K,390,51,39
Halloween Party,"Stars,Amy Groening,T. Thomason,Marietta Laan,,","Jay Dahl,","Jay Dahl,","Horror,",TV-14,"December 9, 2020 (Poland)","Canada,","English,","Northeast Films,",,,1h 32min,Color,,1.78 : 1,4.9/10,698,29,15,
How to Build a Girl,"Stars,Beanie Feldstein,Cleo,Dónal Finn,,","Coky Giedroyc,","Caitlin Moran,","Comedy,","Rated R for sexual content, language throughout and some teen drinking","July 24, 2020 (United Kingdom)","United Kingdom,","English,","Film4,Lionsgate UK,Monumental Pictures,","$70,632",,1h 42min,Color,,1.85 : 1,5.9/10,3.7K,51,90,69
The Man with the Iron Fists,"Stars,Russell Crowe,Cung Le,Lucy Liu,,","RZA,","RZA,Eli Roth,","Action,","Rated R for bloody violence, strong sexuality, language and brief drug use","November 2, 2012 (United States)","United States,Hong Kong,","English,Mandarin,","Arcade Pictures,Iron Fists,","$20,546,518","$15,000,000 (estimated)",1h 35min,Color,"Dolby Digital,Datasat,SDDS,",2.35 : 1,5.4/10,62K,268,220,51
Miracles from Heaven,"Stars,Jennifer Garner,Kylie Rogers,Martin Henderson,,","Patricia Riggen,","Christy Beam,Randy Brown,","Biography,Drama,Family,",IIA,"April 7, 2016 (Hong Kong)","United States,","English,","Columbia Pictures,Affirm Films,Roth Films,","$73,983,003","$13,000,000 (estimated)",1h 49min,Color,"Datasat,Dolby Digital,",1.85 : 1,7.1/10,24K,138,73,44
The Aftermath,"Stars,Keira Knightley,Ned Wills,Pandora Colin,,","James Kent,","Joe Shrapnel,Anna Waterhouse,Rhidian Brook,","Drama,Romance,War,",III,"March 28, 2019 (Hong Kong)","Germany,United Kingdom,United States,","English,Russian,","Amusement Park Films,Fox Searchlight Pictures,Scott Free Productions,","$9,215,591",,1h 48min,Color,,1.85 : 1,6.3/10,19K,154,114,43
Storks,"Stars,Andy Samberg,Katie Crown,Kelsey Grammer,,","Nicholas Stoller,Doug Sweetland,","Nicholas Stoller,","Animation,Adventure,Comedy,Drama,Family,Fantasy,",I,"September 29, 2016 (Hong Kong)","United States,","English,","RatPac-Dune Entertainment,Warner Animation Group,Warner Bros. Animation,","$183,388,953","$70,000,000 (estimated)",1h 27min,Color,"Dolby Digital,Dolby Atmos,Dolby Surround 7.1,SDDS,",2.35 : 1,6.8/10,59K,144,141,56
Bad Candy,"Stars,Zach Galligan,J. Gaven Wilde,Corey Taylor,,","Scott B. Hansen,Desiree Connell,","Desiree Connell,Scott B. Hansen,Thacker Hoffman,","Horror,Thriller,",,"September 10, 2021 (United States)","United States,","English,","Black Triad Entertainment Group,Digital Thunderdome,",,,1h 43min,Color,,2.37,3.8/10,418,22,22,
Diary of a Wimpy Kid: Dog Days,"Stars,Zachary Gordon,Robert Capron,Devon Bostick,,","David Bowers,","Maya Forbes,Wallace Wolodarsky,Jeff Kinney,","Comedy,Family,",Rated PG for some rude humor,"August 3, 2012 (Canada)","United States,Canada,","English,","Fox 2000 Pictures,Color Force,Dune Entertainment,","$77,229,695","$22,000,000 (estimated)",1h 34min,Color,"Dolby,Datasat,SDDS,Dolby Atmos,Dolby Surround 7.1,",2.35 : 1,6.3/10,24K,59,91,54
A Most Wanted Man,"Stars,Philip Seymour Hoffman,Rachel McAdams,Daniel Brühl,,","Anton Corbijn,","Andrew Bovell,John le Carré,Stephen Cornwell,","Crime,Drama,Thriller,",IIA,"December 4, 2014 (Hong Kong)","United Kingdom,United States,Germany,","English,Turkish,Arabic,","Lionsgate,Film4,Demarest Films,","$36,233,517","$15,000,000 (estimated)",2h 2min,Color,"Dolby,Datasat,Dolby Atmos,",2.35 : 1,6.8/10,75K,203,306,73
Disturbing the Peace,"Stars,Guy Pearce,Devon Sawa,Kelly Greyson,,","York Alec Shackleton,","Chuck Hustmyre,","Action,Thriller,Western,",Rated R for violence and language,"January 17, 2020 (United States)","United States,","English,","Grodnik /Aloe Productions,Wonderfilm Media,Aloe Entertainment,","$49,104","$5,000,000 (estimated)",1h 31min,Color,,,3.2/10,2.4K,248,23,34
Lady and the Tramp,"Stars,Tessa Thompson,Justin Theroux,Sam Elliott,,","Charlie Bean,","Kari Granlund,Andrew Bujalski,","Adventure,Comedy,Family,Musical,Romance,",Rated PG for some mild thematic elements and action/peril.,"November 16, 2021 (Hong Kong)","United States,","English,","Taylor Made,The Walt Disney Company,Walt Disney Pictures,",,,1h 51min,Color,"Dolby Digital,",2.00 : 1,6.3/10,20K,335,54,48
Valley Girl,"Stars,Jessica Rothe,Josh Whitehouse,Jessie Ennis,,","Rachel Lee Goldenberg,","Andrew Lane,Wayne Crawford,Amy Talkington,","Comedy,Musical,Romance,","Rated PG-13 for teen partying, language, some suggestive material, and brief nudity","May 8, 2020 (United States)","United States,","English,","Metro-Goldwyn-Mayer (MGM),Sneak Preview Productions,","$7,671",,1h 42min,Color,,1.85 : 1,5.5/10,3.3K,98,41,53
The Half of It,"Stars,Leah Lewis,Daniel Diemer,Alexxis Lemire,,","Alice Wu,","Alice Wu,","Comedy,Drama,Romance,",Rated PG-13 for brief language and teen drinking,"May 1, 2020 (United States)","United States,","Spanish,English,Mandarin,French,Hindi,","Likely Story,",,,1h 44min,Color,,2.35 : 1,6.9/10,33K,313,81,74
The Frozen Ground,"Stars,Nicolas Cage,Vanessa Hudgens,John Cusack,,","Scott Walker,","Scott Walker,","Crime,Thriller,","Rated R for violent content, sexuality/nudity, language and drug use","February 1, 2013 (Brazil)","United States,","English,French,","Grindstone Entertainment Group,Emmett/Furla/Oasis Films (EFO Films),Cheetah Vision,","$5,617,460","$27,220,000 (estimated)",1h 45min,Color,"SDDS,DTS,Dolby Digital,",2.35 : 1,6.4/10,61K,229,132,37
Pride,"Stars,Bill Nighy,Imelda Staunton,Dominic West,,","Matthew Warchus,","Stephen Beresford,","Biography,Comedy,Drama,History,Romance,",Rated R for language and brief sexual content,"September 12, 2014 (United Kingdom)","United Kingdom,France,United States,","English,Welsh,","Pathe UK,Pathé,CBS Films,","$16,775,629",,1h 59min,Color,"Dolby Digital,",2.35 : 1,7.8/10,54K,187,161,79
The Rider,"Stars,Brady Jandreau,Mooney,Tim Jandreau,,","Chloé Zhao,","Chloé Zhao,","Drama,Western,",Rated R for language and drug use,"April 1, 2021 (Hong Kong)","United States,","English,Sioux,Spanish,","Caviar,Highwayman Films,","$3,436,124",,1h 44min,Color,"Dolby Digital,",2.35 : 1,7.5/10,17K,127,171,92
Jack the Giant Slayer,"Stars,Nicholas Hoult,Stanley Tucci,Ewan McGregor,,","Bryan Singer,","Writers,Darren Lemke,Christopher McQuarrie,Dan Studney,,","Animation,Adventure,Fantasy,Thriller,",IIA,"February 28, 2013 (Hong Kong)","United Kingdom,United States,","English,","New Line Cinema,Legendary Entertainment,Original Film,","$197,687,603","$195,000,000 (estimated)",1h 54min,Color,"Dolby Digital,SDDS,Datasat,Dolby Surround 7.1,Dolby Atmos,IMAX 6-Track,Sonics-DDP,",2.35 : 1,6.2/10,135K,232,323,51
God's Not Dead,"Stars,Shane Harper,Kevin Sorbo,David A.R. White,,","Harold Cronk,","Hunter Dennis,Chuck Konzelman,Cary Solomon,","Drama,","Rated PG for thematic material, brief violence and an accident scene","March 21, 2014 (United States)","United States,","English,","Pure Flix Productions,Believe Entertainment (II),Greg Jenkins Productions,","$64,676,349","$2,000,000 (estimated)",1h 53min,Color,"D-Cinema 48kHz 5.1,",1.85 : 1,4.7/10,42K,761,57,16
Looks That Kill,"Stars,Brandon Flynn,Tom Proctor,Annie Mumolo,,","Kellen Moore,","Kellen Moore,","Comedy,Drama,Romance,",Not Rated,"June 19, 2020 (United States)","United States,","English,","American High,LD Entertainment,",,,1h 32min,Color,,2.35 : 1,6.4/10,3.2K,63,5,
Kill Bill: The Whole Bloody Affair,"Stars,Uma Thurman,Vivica A. Fox,Michael Madsen,,","Quentin Tarantino,","Quentin Tarantino,Uma Thurman,","Action,Crime,Thriller,",Not Rated,"March 27, 2011 (United States)","United States,","English,Japanese,Mandarin,French,Cantonese,Spanish,","A Band Apart,Super Cool ManChu,",,,4h 7min,Color,"DTS,SDDS,Dolby Digital,",2.39 : 1,8.8/10,7.9K,16,1,
Donnybrook,"Stars,Michael Agee,Adam Bartley,Jamie Bell,,","Tim Sutton,","Tim Sutton,Frank Bill,","Action,Drama,Thriller,","Rated R for disturbing violent and sexual content, drug use, language, and some graphic nudity","February 15, 2019 (United States)","United States,","English,","Backup Media,First Tier Films,Rumble Films (II),","$26,284",,1h 41min,Color,,2.35 : 1,5.4/10,2.1K,48,53,53
Dumb and Dumber To,"Stars,Jim Carrey,Jeff Daniels,Rob Riggle,,","Bobby Farrelly,Peter Farrelly,","Writers,Sean Anders,John Morris,Peter Farrelly,,","Comedy,",IIB,"November 20, 2014 (Hong Kong)","United States,","English,Cantonese,","Universal Pictures,Wessler Entertainment,Red Granite Pictures,","$169,837,010","$40,000,000 (estimated)",1h 49min,Color,"SDDS,Datasat,Dolby Digital,Dolby Surround 7.1,",1.85 : 1,5.6/10,133K,343,231,36
Snitch,"Stars,Dwayne Johnson,Susan Sarandon,Jon Bernthal,,","Ric Roman Waugh,","Justin Haythe,Ric Roman Waugh,","Action,Drama,Thriller,",IIB,"May 9, 2013 (Hong Kong)","United States,United Arab Emirates,United Kingdom,","English,Spanish,","Exclusive Media Group,Participant,Imagenation Abu Dhabi FZ,","$57,824,674","$15,000,000 (estimated)",1h 52min,Color,"Datasat,Dolby Digital,Dolby Atmos,",2.35 : 1,6.4/10,86K,162,250,51
