title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Whisky Galore,"Stars,Naomi Battrick,Sean Biggerstaff,James Cosmo,,","Gillies MacKinnon,","Compton MacKenzie,Angus MacPhail,Peter McDougall,","Comedy,Romance,",TV-14,"May 19, 2017 (United Kingdom)","United Kingdom,","English,","Whisky Galore Movie Ltd,","$659,920","£5,400,000 (estimated)",1h 38min,Color,,,5.8/10,1.4K,37,25,42
8 Days,"Stars,Nicole Smolen,Sebastian Aguilar,Cameron Allsup,,","Jaco Booyens,","Philipa A. Booyens,Ferdinand Gernandt,","Drama,Thriller,","Rated PG - 13 for mature disturbing thematic material  involving sex trafficking, violence/menace, and drug content",,"United States,","English,","After Eden Pictures,",,"$2,500,000 (estimated)",1h 30min,Color,,,4.8/10,268,21,,
Ucitelka,"Stars,Zuzana Mauréry,Zuzana Konecná,Csongor Kassai,,","Jan Hrebejk,","Petr Jarchovský,","Comedy,Drama,",IIB,"July 21, 2016 (Czech Republic)","Slovakia,Czech Republic,","Slovak,","Ceská Televize,Offside MEN,PubRes,","$1,350,426",,1h 42min,Color,,1.78 : 1 / (high definition),7.3/10,3.3K,13,63,77
Mommy Is a Murderer,"Stars,Bree Williamson,Heather McComb,Jason Cermak,,","Lindsay Hartley,","Kate Hanyok,","Thriller,",TV-14,"April 4, 2020 (United States)","United States,","English,","Reel One Entertainment,Cartel Pictures,The Cartel,",,,1h 22min,Color,"Stereo,",1.78 : 1,4.6/10,273,25,3,
14 Blades,"Stars,Donnie Yen,Wei Zhao,Chun Wu,,","Daniel Lee,","Writers,Daniel Lee,Abe Kwong,Tin Shu Mak,,","Action,History,Thriller,",IIB,"February 11, 2010 (Hong Kong)","Hong Kong,China,Singapore,","Mandarin,","Visualizer Film Productions,Shanghai Film Studios,Mediacorp Raintree Pictures,","$3,787,100","$20,000,000 (estimated)",1h 54min,Color,"Dolby Digital,",2.35 : 1,6.3/10,7.9K,26,57,50
A Midsummer Night's Dream,"Stars,Oliver Chris,Gwendoline Christie,David Moorst,,","Nicholas Hytner,Ross MacGibbon,","William Shakespeare,","Comedy,Drama,Romance,",,"October 17, 2019 (United Kingdom)","United Kingdom,","English,","London Theatre Company,","$814,454",,3h,Color,,,8.4/10,480,8,1,
Ek Tha Tiger,"Stars,Salman Khan,Katrina Kaif,Girish Karnad,,","Kabir Khan,","Aditya Chopra,Kabir Khan,Neelesh Misra,","Action,Romance,Thriller,",IIB,"August 15, 2012 (India)","India,","Hindi,English,","CounterPunch Studios,Fantastic Films,Prime Focus,","$5,543,117",,2h 12min,Color,"Dolby Digital,",2.35 : 1,5.5/10,33K,168,51,
Solar Impact,"Stars,Grace Dixon,Dan Donnelly,Oliver Goodwill,,","Craig Tudor,","Simon Park,","Horror,Sci-Fi,",,"November 15, 2019 (United States)",,"English,",,,,1h 26min,Color,,1.78 : 1,3.4/10,580,65,1,
Snowcapped Christmas,"Stars,Leah Renee,Niall Matter,Lisa Whelchel,,","Christie Will Wolf,Christie Will,","Barbara Kymlicka,","Drama,Romance,Sport,",TV-G,"December 15, 2016 (Canada)","Canada,United States,","English,","Annuit Coeptis Entertainment II,Johnson Production Group,Snowing Productions,",,,1h 27min,Color,,,6.2/10,1.2K,22,3,
Yeon-ga-si,"Stars,Myung-Min Kim,Jung-hee Moon,Dong-wan Kim,,","Jeong-woo Park,","Jeong-woo Park,","Drama,Sci-Fi,Thriller,",Not Rated,"July 5, 2012 (South Korea)","South Korea,","Korean,","CJ Entertainment,","$28,444,173",,1h 49min,Color,,2.35 : 1,6.4/10,2.5K,18,22,
Xiao men shen,"Stars,Bai-Ke,Mike Birbiglia,Mel Brooks,,","Gary Wang,Paulette Victor-Lifton,","Dan Edelstein,Terrence Stone,Gary Wang,","Animation,Comedy,Family,Fantasy,",TV-Y7,"January 1, 2016 (China)","China,","Chinese,","Light Chaser Animation Studios,","$11,902,156",,1h 43min,Color,"Dolby Atmos,",,5.5/10,2K,21,8,
God Bless the Broken Road,"Stars,Matthew Derek Davis,Arthur Cartwright,Adam Agee,,","Harold Cronk,","Writers,Harold Cronk,Jennifer Dornbush,Andy Fraser,,","Drama,Family,Romance,",Rated PG for thematic elements and some combat action,"September 7, 2018 (United States)","United States,","English,","10 West Studios,A Really Good Home Pictures,","$2,848,233",,1h 51min,Color,,2.35 : 1,5.6/10,1K,30,18,31
