title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Ishwar,"Saswata Chatterjee,Priyanka Sarkar,","Debapratimn Dasgupta,",,"Drama,",,2018 (India),"India,","Bengali,",,,,,Color,,,,,,,
Queens of the Pole: House of Hair,,"Ozzy Poles,",,,,"March 5, 2012 (United States)","United States,","English,","Portland Film Company,",,,1h,Color,,,,,,,
Jack London and the Call of the Wild,,"Ian Shepherd,","Riley French,",,,"July 14, 2020 (United States)","United States,","English,",,,,1h 2min,Color,,,,,,,
Use Your Delusion,"Stars,Mark Paul Anderson,Doug Jackson,Tomislav Jovanovic,,","Tuan Hong,Alexander K. Moscato,","Mark Paul Anderson,Alexander K. Moscato,David C. Reichard,","Comedy,",,,"Japan,","English,",,,,1h 38min,Color,,,,,,,
turntomemories,"Amy Mahathy,Tatiana Schwartz,",,,"Mystery,",,"June 29, 2012 (United States)",,"English,",,,,,Color,,16:9 HD,,,,,
The 1 Closest 2 U,"Stars,Tanya Thompson,Taral Hicks,Shari Desiree Ellis,,","Willie Coggins,Ty Mapp,","Willie Coggins,Ty Mapp,","Drama,Horror,Thriller,",,"July 9, 2016 (United States)","United States,","English,","Official I.C Entertainment,",,,1h 22min,Color,,,,,,,
Un Hombre Destinado a Hacer Justicia,"Stars,Raúl Buenfil,Rodrigo Cabral,Alexandra Chantell,,","Helio Martinez,",,"Western,",,"March 29, 2015 (United States)","United States,","Spanish,","Snugglepaw Digital Studios,",,"$20,000 (estimated)",2h,Color,,,,,,,
Yaprak,"Stars,Bünyamin Aydin,Halil Ibrahim Aydin,Enes Solmaz,,","Halil Ibrahim Aydin,","Halil Ibrahim Aydin,","Action,Mystery,",,"January 10, 2018 (Turkey)","Turkey,","Turkish,",,,TRL 500 (estimated),,Color,,,,,,,
The Road Frontier,"Da Ton,Ioan Johnstone-Rathbone,Ivan Utgoff,","Kyle Hudson,",,"Action,Family,Sci-Fi,",,"June 14, 2016 (United States)","United States,","Sicilian,",,,,,Color,,,,,,,
The Village Project,"Stars,Saurabh Dewangan,Amit Kumar,Anuj Seth,,","Samarth Lahri,","Ankit Shukla,","Drama,",,"June 18, 2019 (India)","India,","Hindi,","Raamapeer Studios,",,,,Color,,16:9 HD,,,,,
Crown of the Archons,"Stars,Kaho Fukasawa,Yotta Kasai,Akemi Wakamatsu,,","Yotta Kasai,","Yotta Kasai,","Fantasy,Horror,Mystery,",,"December 31, 2017 (Japan)","Japan,",,"1024 FILM,",,"$550,000 (estimated)",2h 31min,Color,,1.78 : 1 / (high definition),,,,,
Um Cangaceiro na Mira de Deus,"Stars,Adriano Gomes,Ana Silva,Aguinaldo,,","Ozeas Felipe,","Ozeas Felipe,","Adventure,",,"October 23, 2016 (Brazil)","Brazil,","Portuguese,",,,"R$2,000 (estimated)",,,,,,,,,
Dangerous Theories,"Stars,Nick Bingham,Eric Chisholm,Saverio Colantonio,,","John Varszegi,","John Varszegi,","Action,Drama,Sci-Fi,",,August 2015 (Canada),"Canada,","English,","HTVBC Film Studio Foundation,",,,1h,Color,,,,,,,
Gogatsu wa shôjo wo uragiranai,"Stars,Kokoro Fujinami,Ryôsuke Kawai,Tatsuya Seki,,","Yu Katsumata,","Yu Katsumata,","Drama,",,"June 16, 2012 (Japan)","Japan,","Japanese,","Adways Pictures,",,,,Color,,,,,,,
Autumn Mixtape,,,,"Drama,",,"August 8, 2012 (United States)","United States,","English,",,,,,Color,,,,,,,
A Woman's World,,"Tim Hundley,","Tim Hundley,","Drama,",,"November 5, 2017 (United States)","United States,","English,",,,"$70,000 (estimated)",,Color,,,,,,,
The Directors Project,"Stars,Darren Andrichuk,Lesli Brownlee,Umberto Celisano,,","Rob Hunt,","Rob Hunt,","Comedy,",Not Rated,"March 3, 2011 (Canada)","Canada,","English,","Phasefirefilms,",,"CA$5,000 (estimated)",1h 29min,Color,,16:9 HD,,,,,
