title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Suitable for You,"Mayumi Yamamoto,","Shunya Takara,",,"Comedy,Drama,Family,Romance,",,2018 (Japan),"Japan,","Japanese,",,,,1h 23min,Color,,,,,1,,
Subject to Retaliation,"Stars,Terrance Mesadieu,Zakila Duncanson,Jalesia Martinez,,","Pete Alcide,","Pete Alcide,Audrey E. Auguste-Alcide,","Drama,",,"September 13, 2014 (United States)","United States,","English,","PeteMEDIA,",,"$50,000 (estimated)",45min,,,,,,,,
Variations on Guilt and Innocence in 39 Steps,,"Jalal Toufic,",,"Crime,",,"September 14, 2013 (Turkey)","Lebanon,","English,",,,,1h 15min,Black and White,,,,,,,
"Pinocchio, Amu Sardar & Ryseli",,"Reza Safi,",,"Family,",,,"Iran,","Persian,","Honar Aval,",,,,Color,,,,,,,
Eiki Mikijjang,,,,,,"February 14, 2010 (South Korea)",,,,"$7,999",,,,,,,,,,
Day at Park,"Stars,Hetty Abbott,Brent Myerson,Lais Pedroso,,","Theo Treppa,",,"Drama,",,2017 (United States),"United States,","English,",,,,,Color,,,,,,,
You're Wonderful 3,"Stars,Typhanie Miano,Fabio Mucci,Francesco Refrigeri,,","Fabio Mucci,","Fabio Mucci,","Comedy,",,"December 20, 2015 (Italy)",,"Italian,",,,,,Color,,,,,,,
The Sound of Rain,"Stars,Emily April,Dj Gray,Vinny Nguyen,,","Kevin Johnson,","Kevin Johnson,","Drama,",,"June 14, 2014 (United States)","United States,","English,",,,$100 (estimated),1h 32min,Color,,,,,,,
Missiya 1.2,"Stars,Vyacheslav Kharkhota,Arina Postnikova,Aleksandra Protasova,,","Vitaliy Minorskiy,","Mikhail Churbanov,Timofey Kulikov,Vitaliy Minorskiy,","Thriller,",,"October 22, 2016 (Russia)","Russia,","Russian,","Entertainment Film Media,Sverdlovskaya Kinostudiya,",,,1h 49min,Color,,,,,,,
Empire North,"Stars,Jakob S. Boeskov,Adam Brix,Honey Hollman,,","Jakob S. Boeskov,","Jakob S. Boeskov,","Drama,",,"November 10, 2010 (Denmark)","Denmark,","English,","Magic Hour Films ApS,",,,,Color,,,6.8/10,14,1,,
Kita no tabibito Majuurôkun: Hokkaidou tetsudou no tabi,,"Booryuu Riki,",,,,"July 23, 2016 (Japan)","Japan,","Japanese,",,,,,Color,,,,,,,
Traumatic Possession 3D: The Tape,"Stars,Orlando Eastwood,Sidney Flannery,Stephen McKinney,,","Orlando Eastwood,","Orlando Eastwood,","Horror,",,"January 13, 2013 (United States)","United States,","English,German,","Orlando Eastwood Films,",,$200 (estimated),1h 10min,Color,,2.35 : 1,,,,,
Nerzhaveyushchiy,"Stars,Pavel Blinov,Georgiy Budz,Vladislav Chechilo,,","Daniil Lazarenkov,","Georgiy Budz,Daniil Lazarenkov,","Action,Comedy,",,"September 15, 2018 (Russia)","Russia,","Russian,","Chuck Crew,",,"RUR 1,500,000 (estimated)",1h 17min,Color,,,4.0/10,50,,,
Mendidih Bro,"Stars,Adrea Abdullah,Juliana Evans,Marlyn Guinto,,","Z. Lokman,",,"Action,Romance,",,"August 31, 2017 (Malaysia)","Malaysia,","Malay,","Swamatra Sdn. Bhd.,",,,1h 35min,Color,,,,,,,
Patyat kam varha,"Stars,Valcho Kamarashev,Ioan Karamfilov,Joan Karamfilov,,","Valentina Fidanova-Kolarova,","Zlatimir Kolarov,","Drama,",,"December 5, 2010 (Canada)","Bulgaria,","Bulgarian,",,,,54min,Color,,,5.4/10,9,,,
Naaku Manasundhe,,"Rajasekhar,",,,,2018 (India),"India,","Hindi,","Mango Music,",,,,Color,,,,,,,
