title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
This Is Everything,"Stars,Carina Arce,Derreck Brown,Santiago Canario,,","Yokairy Tavarez,","Yokairy Tavarez,","Romance,",,"May 5, 2011 (United States)","United States,","English,",,,$500 (estimated),1h 17min,Color,,,,,,,
Mike the Gamer Funny Compilation,"Florez Alex,Diloma Michael,","Alex Florez,","Florez Alex,","Comedy,Reality-TV,",,"May 8, 2017 (United States)","United States,","English,",,,"$1,189 (estimated)",,Color,,,,,1,,
Seattle Sounders FC vs Sporting Kansas City,,,,"Reality-TV,",,"May 24, 2015 (United Kingdom)","United States,","English,",,,,,Color,,,,,,,
3 Days,"Stars,David Trotter,David Grosso,Joe Townsend II,,","Christian Gehring,","John Kellar,","Drama,",,"May 2, 2011 (United States)","United States,","English,",,,$500 (estimated),58min,,,,,,,,
WE: A Collection of Individuals,"Stars,Charley Ager,Bobby Brown,Joss Christensen,,","Peter Alport,Cody Carter,",,"Sport,",Not Rated,"September 11, 2012 (United States)","United States,","English,","Poor Boyz Productions,",,"$320,000 (estimated)",54min,Color,,,6.2/10,34,,,
Hatsukoi,,"Asami Sato,",,,,"February 26, 2017 (Japan)","Japan,","Japanese,",,,,,Color,,,,,,,
A Harbour Town,"John Curran,Leon Kavanagh,Shane Vernon,","Dean Kavanagh,",,"Mystery,",,"July 19, 2013 (Ireland)","Ireland,","English,",,,"€3,000 (estimated)",1h 32min,Color,,1.78 : 1,,,1,,
Taken in the Night,"Stars,Brett Eidman,Bonnie C. Harper,Andrew Ayala,,","Larry Rosen,","Larry Rosen,","Drama,Sci-Fi,",,,"United States,","English,","Happy Smile Films,King Richard's Playmakers,",,,,Color,,,7.9/10,11,,,
Shadow of a Bullet,"Muhammed Ali Etroshi,","Masoud Arif Salih,","Masoud Arif Salih,","Drama,",,"November 11, 2012 (Germany)","Iraq,","Kurdish,","Visual K. Production,",,"$450,000 (estimated)",,Color,,,,,,,
One Life,"Stars,Nathan Fehr,Jenessa Freeheart,Wess Freeheart,,","Michael J. Klassen,","Michael J. Klassen,","Comedy,Drama,Mystery,",,,"Canada,","English,",,,CA$200 (estimated),1h 31min,Black and White,,,,,,,
