title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Huchudugaru,"Stars,Shankar Ashwath,Avinash,Vaijanath Biradar,,","RJ Pradeepa,","Raghu Hassan,","Action,Comedy,Music,",,"April 4, 2014 (India)","India,","Kannada,","Bhagavathi Pictures,",,"₹30,000,000 (estimated)",2h 16min,Color,,,,,,,
Bandhanaya,"Stars,Dulani Anuradha,Liyoni Kothalawala,Hemal Ranasinghe,,","Udayakantha Warnasuriya,","Indika Rathnayake,","Horror,",,"April 7, 2017 (Sri Lanka)","Sri Lanka,","Sinhala,","Dil Films International,",,,,Black and White,,,6.4/10,63,7,,
Offense,"Stars,Grace Sha de Vera,Boochi Inoue,Bien Carpo,,","Julius Roden,","Julius Roden,","Thriller,",,"December 25, 2011 (Philippines)","Philippines,","Filipino,","Pagilas Entertainment Productions,",,"₱20,000 (estimated)",1h 30min,Color,,,,,,,
Still Valid,"Villa Mane,Lovely Marie,Str8 Dropp tha Prophet,","Villa Mane,","Villa Mane,","Comedy,",,"October 1, 2020 (United States)","United States,","English,","Villain TV,",,"$5,000 (estimated)",,Color,,,,,,,
Ning meng,"Stars,So-hee Hong,Xiaoxi Hong,Sha Jin,,","Jiarui Zhang,","Jiarui Zhang,","Romance,",,"April 19, 2013 (China)","China,","Mandarin,","Beijing Qitian Dadi Movie & Television Culture,Chengdu Xingyu Entertainment Co.,",,,1h 40min,Color,,,,,,,
Bartender's Song,"Stars,Tony Devon,Keisha Zollar,Keith Bullard,,","Tim Carr,","Tim Carr,","Comedy,Drama,",,"January 1, 2019 (United States)","United States,","English,","Parking Lot Films,",,"$100,000 (estimated)",,Color,,,,,,,
Invasão,"Alexia Annes,Edde Cardoso,Matheus Prestes,","Helio Martins Jr.,","Helio Martins Jr.,","Thriller,",,"June 1, 2014 (Brazil)","Brazil,","Portuguese,",,,,1h 28min,,,,5.7/10,24,1,,
Otello,"Stars,Johan Botha,Zvetelina Vassileva,Marco Vratogna,,","Frank Zamacona,","Arrigo Boito,William Shakespeare,","Drama,Music,",,"February 28, 2012 (United States)","United States,","Italian,","San Francisco Opera,",,,,Color,,16:9 HD,7.6/10,13,1,,
Eiga Dokidoki! Purikyua: Mana kekkon!!? Mirai ni tsunagu kibou no doresu,"Stars,Mayumi Asano,Mai Fuchigami,Masaru Ikeda,,","Naoyuki Itô,",,"Animation,",,"October 26, 2013 (Japan)","Japan,","Japanese,","Toei Animation,",,,1h 12min,,,,,,,,
Shao nian zhu yuan zhang,"Guoyu Liao,Changda Song,Pengxian Yang,","Enze Xie,","Peihe Wu,","Drama,",,2016 (China),"China,","Mandarin,","Mingguang Weijia Film and Television Media,",,,1h 14min,Color,,,,,,,
