title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Peruchazhi,"Stars,Mohanlal,Mukesh,Vijay Babu,,","Arun Vaidyanathan,","Arun Vaidyanathan,Ajayan Venugopalan,","Comedy,",,"August 29, 2014 (India)","India,","Malayalam,","Friday Film House,","$46,265",,2h 31min,Color,,,3.9/10,823,9,,
Tutto parla di te,"Stars,Charlotte Rampling,Elena Radonicich,Maria Grazia Mandruzzato,,","Alina Marazzi,","Writers,Alina Marazzi,Gaia Giani,Chiara Cremaschi,,","Drama,",,"April 11, 2013 (Italy)","Italy,Switzerland,France,","Italian,","Mir Cinematografica,Ventura Film,Rai Cinema,",,,1h 23min,Color,,,5.9/10,119,5,,
Riccardo va all'inferno,"Stars,Massimo Ranieri,Sonia Bergamasco,Silvia Gallerano,,","Roberta Torre,","Valerio Bariletti,Roberta Torre,","Musical,",,"November 30, 2017 (Italy)","Italy,","Italian,","Agidi,Rosebud Entertainment Pictures,Roma Lazio Film Commission,",,,1h 31min,Color,,2.39 : 1,5.6/10,108,3,,
Lord of the Dance in 3D,"Michael Flatley,Ciara Sexton,","Marcus Viner,",,"Musical,",G,"March 13, 2011 (United Kingdom)","United Kingdom,","English,","ITN Factual Productions,Nineteen Fifteen Productions,","$309,951",,1h 35min,,,2.35 : 1,7.2/10,215,6,21,40
"Xin Lỗi, Chế Muốn 2 Chồng","Stars,Araya A. Hargate,Pakorn Chadborirak,Teeradetch Metawarayut,,","Rergchai Poungpetch,",,"Comedy,",,"January 13, 2017 (Vietnam)","Thailand,","Thai,","M39 Pictures,","$464,505",,,Color,,,5.8/10,47,1,,
Alagwa,"Stars,Jericho Rosales,Bugoy Cariño,Leo Martinez,,","Ian Loreños,","Ian Loreños,","Drama,",TV-PG,"October 9, 2013 (Philippines)","Philippines,","Filipino,Tagalog,English,",,"$44,128",,1h 28min,Color,,,8.1/10,59,2,5,
El Hombre Búfalo,"Stars,Sofia Alvarez,Verónica Bravo,Raúl Briones,,","David Torres,","David Torres,","Crime,Drama,Fantasy,",,"August 28, 2020 (Uruguay)","Mexico,","Spanish,","Dislexia Films,Jacalito Films,",,"MX$1,000,000 (estimated)",,Color,,,,,,,
Ore Mukham,"Stars,Dhyan Sreenivasan,Aju Varghese,Arjun Nandakumar,,","Sajith Jagadnandan,","Krishna Deepu,Deepu S. Nair,Sandeep Sadanandan,","Crime,Mystery,Thriller,",,"December 2, 2016 (India)","India,","Malayalam,","Backwater Studios,",,,1h 51min,Color,,,5.9/10,430,5,,
Railway Spine,"Stars,Kit Lang,Amanda Menneto,Arturo Castro,,","Samuel Gonzalez Jr.,","Samuel Gonzalez Jr.,Michael Kuper,Christopher Lang,","Crime,Drama,War,",,"October 1, 2016 (United States)","United States,","English,",,,,1h 45min,Color,,,6.5/10,26,,,
Beast of Eden,"Stars,Nick Bartolomucci,Grant Brumlow,Cristian Caridad,,","Elliot Worth,","Elliot Worth,",,Not Rated,,"United States,","English,",,,"$15,000 (estimated)",1h 14min,,,,,,,,
2112,,"Mike Hatchett,Travis Robb,",,"Sport,",PG-13,"September 30, 2012 (United States)","United States,","English,","Standard Films,",,,46min,Color,,,,,,,
Double,"Li Kai,Wenjie,Ding Xihe,","Ding Xiaoyang,",,"Adventure,",,"May 5, 2020 (China)","China,","Chinese,","Sichuan Gui Qu Lai Film,",,,1h 36min,,,,7.0/10,6,,,
Joshua Tree,"Stars,Emilio Roso,Michael Madsen,Vincent Pastore,,","Kris Kardash,","Kris Kardash,Shak Brenner,Emilio Roso,","Action,",,February 2011 (United States),"United States,","English,","Knesset Pictures,",,,,Color,,,5.2/10,58,,,
Despertar el polvo,"Stars,Julio Escartín,Rodrigo Franco,Mercedes Hernández,,","Hari Sama,","Hari Sama,","Crime,Drama,",,February 2013 (Mexico),"Mexico,","Spanish,","Catatonia Films,",,,1h 18min,Color,,,6.7/10,30,3,,
The Shadow of Death,"Stars,Corinna Jane,Jane West,Sophia Disgrace,,","Gav Chuckie Steel,","Gav Chuckie Steel,","Comedy,Horror,",,"May 13, 2012 (United Kingdom)","United Kingdom,","English,","Deadbolt films,",,£250 (estimated),1h 21min,Color,"Stereo,",,6.2/10,79,3,9,
Laat Sahab,"Stars,Sangeeta Choudhary,Kavita Joshi,Uttar Kumar,,","Dinesh Chaudhary,","Narendra Singh,","Drama,Family,Romance,",,2010 (India),"India,","Hindi,",,,,2h 23min,Color,,,,,,,
Sa mamom,"Stars,Marija Pikic,Mira Furlan,Branko Djuric,,","Faruk Loncarevic,","Faruk Loncarevic,","Drama,",,"August 21, 2013 (Bosnia and Herzegovina)","Bosnia and Herzegovina,Germany,Slovenia,","Bosnian,","SCCA / pro.ba,Vertigo,Detailfilm,",,"$1,000,000 (estimated)",1h 20min,Color,,2.35 : 1,6.2/10,63,1,,
Marshrut postroen,"Stars,Pavel Chinaryov,Svetlana Ustinova,Vitaliya Kornienko,,","Oleg Assadulin,","Ivan Kapitonov,Oleg Assadulin,","Horror,Thriller,",,"March 31, 2016 (Russia)","Russia,","Russian,","Enjoy Movies,Ultra Film,","$796,804","RUR 1,000,000 (estimated)",1h 25min,Color,,,3.7/10,510,3,5,
