title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
C'è tempo,"Stars,Stefano Fresi,Simona Molinari,Giovanni Fuoco,,","Walter Veltroni,","Doriana Leondeff,Walter Veltroni,","Comedy,",,"March 7, 2019 (Italy)","Italy,France,","Italian,","Palomar,Vision Distribution,Pathé,","$332,266",,1h 47min,Color,,2.35 : 1,5.5/10,269,1,,
Questi giorni,"Stars,Margherita Buy,Maria Roveran,Marta Gastini,,","Giuseppe Piccioni,","Writers,Marta Bertini,Giuseppe Piccioni,Pierpaolo Pirone,,","Drama,",,"September 15, 2016 (Italy)","Italy,","Italian,","11 Marzo Film,Publispei,Rai Cinema,","$248,337",,2h,,,2.35 : 1,6.2/10,288,3,15,
Uzak Ülke,"Stars,Turgay Atalay,Abdurrahman Gönan,Sara Muftuoglu,,","Erkan Yazici,","Erkan Yazici,","Drama,History,",,"July 30, 2021 (Turkey)","Turkey,","Turkish,Greek,","KeyFilm Prodüksiyon,",,$100 (estimated),1h 34min,Color,"Dolby Digital,",2.35 : 1,5.3/10,60,1,3,
Igra v pravdu,"Stars,Irina Apeksimova,Yuriy Kutsenko,Dmitriy Maryanov,,","Viktor Shamirov,","Writers,Yuriy Kutsenko,Philippe Lellouche,Dmitriy Maryanov,,","Comedy,Drama,",,"July 11, 2013 (Russia)","Russia,","Russian,","Bazelevs Production,","$1,102,806",,1h 30min,Color,,2.35 : 1,6.9/10,730,1,,
Base,"Stars,Carlos Pedro Briceño,Julie Dray,Alexander Polli,,","Richard Parry,","Richard Parry,Tom Williams,","Action,Drama,Mystery,",,"October 27, 2017 (United Kingdom)","United Kingdom,Switzerland,Italy,Brazil,","English,","Infinite Wisdom Studios,Vertigo Films,",,,1h 23min,Color,,,5.0/10,192,5,7,
Carré blanc,"Stars,Sami Bouajila,Julie Gayet,Jean-Pierre Andréani,,","Jean-Baptiste Léonetti,","Jean-Baptiste Léonetti,","Drama,",,"September 7, 2011 (France)","France,Luxembourg,Switzerland,Belgium,","French,","Solair Films,Tarantula,Tarantula,",,,1h 17min,Color,"Dolby Digital,",1.85 : 1,5.9/10,369,2,47,
Missions of Love,"Stars,Daichi Kaneko,Yûta Koseki,Orakio,,","Toru Yamamoto,","Ayako Kitagawa,Toru Yamamoto,","Comedy,Drama,Romance,",,"June 23, 2018 (Japan)","Japan,","Japanese,",,,,1h 20min,Color,,,5.6/10,104,3,,
Quellen des Lebens,"Stars,Jürgen Vogel,Meret Becker,Moritz Bleibtreu,,","Oskar Roehler,","Oskar Roehler,Klaus Richter,","Comedy,Drama,Romance,",,"February 14, 2013 (Germany)","Germany,","German,","X-Filme Creative Pool,Westdeutscher Rundfunk (WDR),Bayerischer Rundfunk (BR),","$821,276",,2h 54min,Color,,1.85 : 1,6.4/10,491,2,20,
Network,"Stars,Saswata Chatterjee,Sabyasachi Chakrabarty,Indrajit Mazumder,,","Saptaswa Basu,","Saptaswa Basu,Rini Ghosh,","Drama,Thriller,",,"June 28, 2019 (India)","India,","Bengali,","Neo Studios,",,"$170,000 (estimated)",2h 20min,Color,"Dolby Surround 7.1,",,6.1/10,170,22,,
Five Women in the End,"Stars,Michael Cudlitz,Corri English,Dean Shortland,,","Kd Amond,","Kd Amond,Bailey Hyneman,","Comedy,",,"October 10, 2019 (United States)","United States,",,"Grand Divisions Production Company,Some Pulp Productions,",,,1h 29min,,,,3.5/10,41,2,,
Gulabjaam,"Stars,Siddharth Chandekar,Madhura Deshpande,Sonali Kulkarni,,","Sachin Kundalkar,","Tejas Modak,","Comedy,",,"February 16, 2018 (India)","India,","Marathi,","Golden Gate Motion Pictures,","$10,915",,2h,Color,,,8.2/10,418,6,3,
The Tiny House Movie,"Stars,Avai d'Amico,Andrea Hickey,Brianna Roberts,,","Avai d'Amico,","Writers,Brandon Leighton Lawrence,John J. Berger,Jordan Wilson,,","Comedy,",,"December 6, 2019 (United States)","United States,","English,","Avai Media,",,,1h 20min,Color,"Stereo,",2:1,8.8/10,10,,,
Dark Side of the Moon,"Stars,Mitzi Akaha,Michael Gentile,Sam N. Hawkins,,","Richard Terrasi,","Richard Terrasi,","Horror,Sci-Fi,Thriller,",,,"United States,","English,","Dark Vision Films,",,,1h 38min,Color,,1.85 : 1,6.2/10,15,,,
"Bi, dung so!","Stars,Thanh Minh Phan,Thi Kieu Trinh Nguyen,Ha Phong Nguyen,,","Dang Di Phan,","Dang Di Phan,","Drama,",,"March 18, 2011 (Vietnam)","Vietnam,France,Germany,","Vietnamese,","Acrobates Film,Arte France Cinéma,Sudest-Dongnam,",,,1h 31min,Color,,1.85 : 1,6.6/10,380,4,8,
Je promets d'être sage,"Stars,Pio Marmaï,Léa Drucker,Mélodie Richard,,","Ronan Le Page,","Ronan Le Page,","Comedy,Drama,Romance,",,"August 14, 2019 (France)","France,","French,","Easy Tiger,Apollo Films,France 2 Cinéma,","$647,840",,1h 32min,Color,,2.35 : 1,5.0/10,258,1,4,
Dracula in Love,"Stars,Youssef Abed-Alnour,Amy Cruichshank,Josh Maltin,,","Izidore K. Musallam,","Izidore K. Musallam,","Fantasy,Horror,",,"July 11, 2018 (United States)","Canada,","English,","Hand 'n' Hand Films,",,,1h 23min,Color,,1.78 : 1,2.0/10,230,16,1,
Mamitas,"Stars,E.J. Bonilla,Veronica Diaz Carranza,Josue Aguirre,,","Nicholas Ozeki,","Nicholas Ozeki,","Drama,",Rated R for some sexual references and teen partying,"June 1, 2011 (United States)","United States,","English,","Right Brain Films,Sofias Pictures,Subsonic Studio,",,"$1,000,000 (estimated)",1h 49min,Color,,,7.0/10,470,8,2,
Il mangiatore di pietre,"Stars,Luigi Lo Cascio,Vincenzo Crea,Bruno Todeschini,,","Nicola Bellucci,","Writers,Nicola Bellucci,Marco Colli,Hans W. Geissendörfer,,","Drama,",,"July 18, 2019 (Italy)","Switzerland,Italy,","Italian,","Cineworx Filmproduktion,ACHAB Film,Fachausschuss Film Und Medienkunst Bs/bl,","$18,378","CHF 2,600,000 (estimated)",1h 49min,Color,,2.39 : 1,6.1/10,94,3,,
Out of the Fight,"Stars,Judy Norton,Randy Wayne,Robert Miano,,","Steve Moon,","Steve Moon,","Action,Drama,War,",,"October 2, 2020 (United States)","United States,","English,","Fresh Cats Productions,Alabama Film Solutions,First National Assurance & Guaranty,",,,1h 48min,Color,,2.39 : 1,7.9/10,21,6,,
Fünf Freunde 3,"Stars,Valeria Eisenbart,Quirin Oettl,Justus Schlingensiepen,,","Mike Marzuk,","Writers,Enid Blyton,Simon Hauschild,Peer Klehmet,,","Adventure,Crime,Family,",,"January 16, 2014 (Germany)","Germany,Thailand,","German,","SamFilm Produktion,Constantin Film,Living Films,","$10,362,820","€3,000,000 (estimated)",1h 35min,Color,,,5.4/10,308,2,11,
Dark Sister,"Stars,Nicola Bartlett,Austin Castiglione,Liam Graham,,","Sam Barrett,",,"Horror,Thriller,",,"August 6, 2021 (Turkey)","United States,","English,",,,,1h 36min,Color,,,4.0/10,86,2,2,
A Timeless Love,"Stars,Stephanie Zimbalist,Daniel Roebuck,Ellen Dolan,,","Simon Erickson,Scott R. Thompson,","Scott R. Thompson,","Comedy,Drama,Family,",,"January 29, 2016 (United States)","United States,","English,","His Neighbor Phil,Luminary Creative,Magic Bean Entertainment,",,,1h 29min,Color,,,6.2/10,45,,,
The Lobby,"John Erdman,","Heinz Emigholz,","Heinz Emigholz,","Drama,",,"July 21, 2020 (United States)","Germany,Argentina,","English,","Filmgalerie 451,Pym Film,",,,1h 16min,Color,,,6.4/10,10,,,
Skazhene vesillya,"Stars,Nazar Zadneprovskiy,Jimmy Woha Woha,Polina Vasylyna,,","Vladyslav Klimchuk,","Mykola Kutsyk,Oleksii Prykhodko,","Comedy,",,"October 4, 2018 (Ukraine)","Ukraine,","Ukrainian,","Film.ua,Prototype Production,Ukrainian Film School,","$1,966,105","UAH 10,800,000 (estimated)",1h 30min,Color,,,6.2/10,598,5,1,
El Sexoservidor 5,"Stars,Analia Moreyra,Luis Carlos Arce,Brenda Barragan,,","Óscar González,",,"Drama,",,2020 (Mexico),"Mexico,","Spanish,",,,,1h 30min,Color,,,,,,,
The Curse of EVE,"Stars,Shareen Abdullah,Victoria Anderson,Jasmine Deanne Andrews,,","Jasmine Deanne Andrews,","Jasmine Deanne Andrews,","Horror,",,"March 3, 2019 (United States)","United States,","English,","Sullied Bride Productions,",,,1h 47min,Color,,,4.1/10,20,5,,
Unhinged,"Stars,Jeff Stenzel,Anna Daskam,Thomas M.J. Zdanowicz,,","Jeff Stenzel,","Jeff Stenzel,Brian Wakeley,","Thriller,",,"November 21, 2014 (United States)","United States,","English,",,,,1h 19min,,,,6.8/10,21,,,
La 4ª Compañía,"Stars,Adrian Ladron,Andoni Gracia,Hernán Mendoza,,","Mitzi Vanessa Arreola,Amir Galván Cervera,","Mitzi Vanessa Arreola,","Action,Crime,Drama,",,"April 5, 2018 (Mexico)","Mexico,Spain,","Spanish,","Alebrije Cine y Video,Alebrije Cine y Video,Arte Mecánica Producciones,","$158,560",,1h 49min,Color,,2.39:1,6.2/10,793,4,11,
Life Is Lovely,"Stars,Robert Hovey,Barry Caldwell Jr.,Vito De Perte,,","Paul John,","Paul John,","Thriller,",,"February 2, 2018 (United States)",,"English,","Midnight Cinema,",,"$300,000 (estimated)",1h 50min,Color,,,,,,,
Beach Bar: The Movie,"Stars,Jerry Shea,Rachele Brooke Smith,John Patrick Jordan,,","Mark Maine,","Kevin Diamond,Mark Maine,Mike Terrell,","Comedy,",,"July 7, 2011 (United States)","United States,","English,","Angelic Pictures,The Indusa Group,ODEF Capital Enterprises,",,"$250,000 (estimated)",1h 33min,Color,,16:9 HD,7.4/10,57,1,,
A Fábrica de Nada,"Stars,José Smith Vargas,Carla Galvão,Njamy Sebastião,,","Pedro Pinho,","Writers,Tiago Hespanha,Luisa Homem,Leonor Noivo,,","Drama,Musical,",Not Rated,"September 21, 2017 (Portugal)","Portugal,","Portuguese,French,","Terratreme Filmes,","$42,657",,2h 57min,Color,,,7.2/10,844,2,30,59
Wet and Reckless,"Stars,Scout Taylor-Compton,Lucas Till,Sean Whalen,,","Jason Trost,","Jason Trost,","Action,Adventure,Comedy,",Not Rated,"April 8, 2014 (United States)","United States,Thailand,","English,","Grindfist,",,"$10,000 (estimated)",1h 27min,Color,,,6.5/10,171,3,1,
Love in a Taxi,"Poonam Pandey,Puneet Vashisht,","Rupesh Paul,",,"Crime,Thriller,",,"November 22, 2019 (India)","India,","Hindi,","Lavlin Films,Red Carpet Motion Pictures,",,"₹10,000,000 (estimated)",,Color,,,,,,,
