title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Dejabyu,"Stars,Jung Kyung-ho,Gyu-ri Nam,Han Sun Jo,,","Kyung-min Ko,","Kyung-min Ko,","Drama,Horror,Mystery,Thriller,",,"May 30, 2018 (South Korea)","South Korea,","Korean,","Storm Pictures Korea,","$332,446",,1h 27min,,,,4.2/10,116,3,1,
Nagai iiwake,"Stars,Masahiro Motoki,Pistol Takehara,Eri Fukatsu,,","Miwa Nishikawa,","Miwa Nishikawa,","Drama,",,"October 14, 2016 (Japan)","Japan,","Japanese,","AOI Promotion,Asmik Ace Entertainment,Bandai Visual Company,","$26,870",,2h 4min,Color,"Dolby Digital,",1.85 : 1,7.0/10,1.1K,5,20,
A Floresta das Almas Perdidas,"Stars,Daniela Love,Jorge Mota,Mafalda Banquart,,","José Pedro Lopes,","José Pedro Lopes,","Drama,Horror,Mystery,Thriller,",,"October 12, 2017 (Portugal)","Portugal,United Arab Emirates,Russia,Spain,","Portuguese,","2203 Studio,Anexo 82 Produções,","$1,502",,1h 11min,Black and White,,16:9 HD,5.3/10,543,9,82,63
John Light,"Stars,Michael Ochotorena,Michael Sigler,Phuong Kubacki,,","Jason Campbell,","David Welty,","Drama,",,August 2019 (United States),"United States,","English,","BMC Productions,JC Films,",,,1h 37min,Color,,16:9 HD,6.9/10,89,6,1,
The Nights Before Christmas,"Stars,Simon Phillips,Anne-Carolyne Binette,Sayla de Goede,,","Paul Tanter,","Simon Phillips,Paul Tanter,","Horror,",,"December 6, 2020 (United States)","Canada,","English,","Dystopian Films,Dystopian Films,",,"$1,500,000 (estimated)",1h 43min,Color,,,3.7/10,249,7,26,
The Shade Shepherd,"Stars,Jordon Hodges,Randy Spence,Caroline Newton,,","Chris Faulisi,","Jordon Hodges,Chris Faulisi,","Adventure,Drama,Thriller,",Not Rated,"October 16, 2020 (United States)","United States,","English,","B2 Entertainment,Sweet Tooth Productions,Oceanus Pictures,","$4,409",,1h 40min,,,,5.3/10,926,5,7,
Thirunaal,"Stars,Jiiva,Nayanthara,Karunas,,","Ramnath,","Ramnath,","Action,Drama,Romance,",Not Rated,"August 5, 2016 (India)","India,","Tamil,","Kothandapani Films,",,,2h 17min,Color,,,4.0/10,210,2,3,
Wu ren qu,"Stars,Zheng Xu,Duobujie,Nan Yu,,","Hao Ning,","Hao Ning,Ping Shu,Aina Xing,","Adventure,Crime,Drama,Thriller,Western,",,"December 3, 2013 (China)","China,","Mandarin,","Beijing Golden Harvest Entertainment Co.,Beijing Guoli Changsheng Movies & TV Productions Co.,China Film Group Corporation (CFGC),","$41,807,712","$2,320,000 (estimated)",1h 58min,Color,"Dolby Digital,",2.35 : 1,7.3/10,2.3K,9,22,
Asking for It,"Stars,Colin Burgess,Janeane Garofalo,Hallie Haas,,","Amanda Lundquist,Becky Scott,","Becky Scott,","Comedy,",TV-14,"March 7, 2020 (United States)","United States,","English,",,,,1h 21min,Color,,,6.3/10,111,2,,
Halvai 5-0,"Stars,Markos Seferlis,Eleni Kastani,Giannis Zouganelis,,","Manos Kampitis,","Markos Seferlis,","Comedy,Mystery,",,"January 30, 2020 (Greece)","Greece,","Greek,","Comedy Factory,Smile,",,"€500,000 (estimated)",2h,Color,,1.85 : 1,4.0/10,790,24,4,
Spaceship,"Stars,Alexa Davies,Harry Jarvis,Lara Peake,,","Alex Taylor,","Alex Taylor,","Drama,",,"May 19, 2017 (United Kingdom)","United Kingdom,","English,","Belly Productions,Parkville Pictures,iFeatures,","$14,044",,1h 30min,Color,,,4.5/10,226,16,25,
The Grave,"Stars,Gazi Rakayet,Gazi Amatun Nur Duti,Ashiul Islam,,","Gazi Rakayet,","Gazi Rakayet,","Drama,",,"December 25, 2020 (Bangladesh)","Bangladesh,","English,","Charuneedam Audio Visual Ltd,Impress Telefilm,",,"BDT 12,000,000 (estimated)",2h 12min,Color,"Dolby Digital,",16 : 9,8.0/10,123,14,,
