title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Son épouse,"Stars,Yvan Attal,Charlotte Gainsbourg,Janagi,,","Michel Spinosa,","Michel Spinosa,Agnès de Sacy,","Drama,",,"March 12, 2014 (France)","France,India,Belgium,","French,Tamil,English,","Ex Nihilo,Artémis Productions,Wide Angle Creations,","$99,484",,1h 48min,Color,,2.35 : 1,5.4/10,176,14,,
Faccio un salto all'Avana,"Stars,Enrico Brignano,Francesco Pannofino,Aurora Cossio,,","Dario Baldi,","Lorenzo De Marinis,Massimiliano Orfei,","Comedy,",,"April 22, 2011 (Italy)","Italy,","Italian,","Rodeo Drive,Medusa Film,","$4,032,630","€1,500,000 (estimated)",1h 30min,Color,,1.85 : 1,5.4/10,273,4,,
Zombie World,"Stars,J.J. Alba,Juan Antonio Anguita,Bigotes & Dientes,,","Juan José Patón,","Juan José Patón,","Fantasy,Horror,",,"November 6, 2013 (Spain)","Spain,","Spanish,","Menos es Más Producciones,",,"€5,000 (estimated)",,Color,,,4.8/10,40,1,2,
Kalek Shanab,"Saad Abdullah,Mohamed Alkendi,Ammar Rahma,","Hani Al-Shaibani,","Khalid Al Jabri,","Comedy,Drama,",,"September 1, 2019 (United Arab Emirates)","United Arab Emirates,","Arabic,","Cine Vision Art Production,Dhabi Gulf Film,Ghabsha Films,","$433,614",,1h 20min,,,,5.4/10,34,3,,
Misono Universe,"Stars,Subaru Shibutani,Fumi Nikaidô,Sarina Suzuki,,","Nobuhiro Yamashita,","Tomoe Kanno,","Comedy,Drama,",,"February 14, 2015 (Japan)","Japan,","Japanese,","Bridgehead,GAGA.,J Storm,","$9,488",,1h 43min,Color,,,6.4/10,296,1,17,
Elixir,"Stars,Rob Alec,Swann Arlaud,Peter Barron,,","Brodie Higgs,","Brodie Higgs,Anya Watroba,","Drama,",,"February 12, 2015 (Germany)","Germany,Australia,","English,","Elixir Films,Elixir Films,",,,1h 56min,Color,,2.35 : 1,5.9/10,42,1,2,
Deadlines,"Stars,Robert Barger Jr.,John Birmingham,Talon Borrelli,,","Tracy Lee Staton,","Tracy Lee Staton,","Horror,Thriller,",,"October 13, 2017 (United States)","United States,","English,","Roadkill Entertainment,Roadkill Entertaintment,",,"$15,000 (estimated)",1h 31min,Color,"Mono,",1.78 : 1,3.1/10,63,2,2,
Persuasion Machines,,"Karim Amer,Guvenc Ozel,","Karim Amer,Daniel Claridge,Bits Sola,",,,"January 24, 2020 (United States)","United States,","English,","The Othrs,",,,12min,Color,,,,,,,
All This Victory,"Stars,Flavia Bechara,Issam Bou Khaled,Adel Chahine,,","Ahmad Ghossein,","Ahmad Ghossein,Abla Khoury,Syllas Tzoumerkas,","Drama,War,",,"October 29, 2020 (Lebanon)","Lebanon,France,","Arabic,Hebrew,","Abbout Productions,MPM Film,",,,1h 33min,Color,,,6.3/10,193,1,6,
Second Chance,"Stars,Chris Banks,Carla Boudreau,William Chidsey,,","Rakeem J.H. Lawrence,","Rakeem J.H. Lawrence,","Horror,",,"June 4, 2021 (United States)","United States,","English,","VHS Horror Films,",,"$100,000 (estimated)",1h 14min,Color,"Stereo,",16:9 HD,4.9/10,27,6,,
Satyanweshi,"Stars,Sujoy Ghosh,Indraneil Sengupta,Arpita Pal,,","Rituparno Ghosh,","Saradindu Bandopadhyay,Rituparno Ghosh,","Thriller,",Not Rated,"August 6, 2013 (India)","India,","Bengali,","SVF Entertainment,",,"₹40,000,000 (estimated)",1h 57min,Color,,,6.0/10,571,15,6,
Tennessee Queer,"Stars,Christian Walker,Billie Worley,Jim Eikner,,","Mark Jones,Ryan Earl Parker,","Mark Jones,","Comedy,Drama,",Unrated,"March 14, 2014 (United States)","United States,","English,",,,,1h 30min,Color,,16:9 HD,5.5/10,135,7,2,
Il ragazzo più felice del mondo,"Stars,Gero Arnone,Davide Barbafiera,Francesco Daniele,,","Gian Alfonso Pacinotti,","Gian Alfonso Pacinotti,Gero Arnone,","Comedy,",,"November 8, 2018 (Italy)","Italy,","Italian,","Fandango,",,,1h 30min,Color,,1.78 : 1,6.5/10,163,6,,
Detective per caso,"Stars,Emanuela Annini,Ludovica Boccaccini,Massimiliano Bruno,,","Giorgio Romano,","Aurora Piaggesi,Giorgio Romano,","Comedy,",,"March 18, 2019 (Italy)","Italy,","Italian,","Addictive Ideas,",,,1h 25min,Color,,,5.6/10,47,,,
The Black Forest,"Stars,Robert Hands,Hattie Ladbury,Aleksandar Mikic,,","Ruth Platt,","Ruth Platt,","Comedy,Drama,",,"June 21, 2019 (United Kingdom)","United Kingdom,","English,",,,"£30,000 (estimated)",1h 24min,Color,,,6.8/10,19,5,,
Passport,"Stars,Anna Ador,Ujjval Dave,Prem Gadhavi,,","Rajesh Sharma,","Paresh Vyas,Paresh Vyas,","Comedy,Drama,",,"November 4, 2016 (India)","India,","Gujarati,","Vinman Cine Prroduction,",,,2h,Color,,,6.2/10,155,,,
Mu Hou Wan Jia,"Stars,Zheng Xu,Likun Wang,Bowen Duan,,","Pengyuan Ren,","Pengyuan Ren,","Crime,Drama,Mystery,Thriller,",,"April 28, 2018 (China)","China,","Mandarin,",,"$56,239,049",,1h 54min,Color,"Dolby Atmos,",2.66 : 1,5.5/10,284,5,7,
After the Dawn,"Stars,Nicole Kruex,Tommy Propson,Aaron Courteau,,","Mitchel A. Jones,","Mitchel A. Jones,Nicole Kruex,","Action,Drama,Horror,Sci-Fi,Thriller,",Not Rated,2012 (United States),"United States,","English,","Triwar Pictures,",,"$500,000 (estimated)",1h 29min,,,16:9 HD,3.5/10,152,3,7,
Unmatta,"Stars,Vikas Bangar,Aarushi Vedikha,Purneima Dey,,","Mahesh Rajmane,","Mahesh Rajmane,","Action,Horror,Sci-Fi,Thriller,",,"February 22, 2019 (India)","India,","Marathi,Hindi,","24fs Chitra,",,"₹15,000,000 (estimated)",1h 46min,Color,,,6.8/10,20,3,1,
