title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
I Did Her Wrong,"Alexander Barnett,Catalina Lavalle,David Alexander Schiff,","Francisco Campos-Lopez,","Alexander Barnett,Francisco Campos-Lopez,","Drama,",,,"United States,","English,","Magen Entertainment,Magen Entertainment,The Schiff Group,",,,1h 25min,Color,"Dolby Digital,",2.35 : 1,9.0/10,13,,,
Clownz R Us,"Stars,Evan M. Philyaw,Hayden Philyaw,Jonah Philyaw,,","Evan M. Philyaw,Seth M. Philyaw,",,"Horror,Thriller,",,"October 16, 2020 (United States)","United States,","English,",,,"$5,000 (estimated)",46min,,,,6.2/10,14,,,
Las invasoras,"Stars,María Castro,Talia del Val,Angy Fernández,,","Víctor Conde,","Víctor Conde,","Musical,",,"October 3, 2016 (Spain)","Spain,","Spanish,",,,,,Color,,,,,,,
Kanasembo kudureyaneri,"Stars,Vaijanath Biradar,Umashree,Sadashiv Brahmavar,,","Girish Kasaravalli,","Amaresha Nugadoni,Girish Kasaravalli,Gopalakrishna Pai,","Drama,",,"December 10, 2010 (India)","India,","Kannada,","Basanth Productions,",,,1h 44min,Color,,,8.2/10,67,2,1,
Abbai class ammayi mass,"Stars,Varun Sandesh,Ali,Dhanraj,,","Srinivas Koneti,",,"Drama,Horror,",,2013 (India),"India,","Telugu,","Lakshmi Cini Visions,",,,2h 5min,Color,,,5.6/10,12,,,
Love Day,,"Sandeep Chaudhary,Harish Kotian,Harish Kotian,","Sandeep Chaudhary,Harish Kotian,","Romance,",,"October 21, 2016 (India)","India,","Hindi,","Shree Rajlaxmi Entertainment,",,,,Color,,,3.6/10,18,,,
Jaani Dyakha Hawbe,"Stars,Parambrata Chattopadhyay,Payel Sarkar,Anjan Dutt,,","Birsa Dasgupta,","Ansuman Chakraborty,","Drama,Musical,Romance,",,"November 25, 2011 (India)","India,","Bengali,","Cine Nine,",,"$400,000 (estimated)",1h 44min,Color,,2.35 : 1,5.6/10,135,,,
Broken Hearts,"Stars,Alex Fairlie,Alanna McConnell,Cameron Johnson,,","Jake McDowell,","Jake McDowell,","Comedy,Horror,Romance,",Not Rated,"February 4, 2011 (Canada)","Canada,","English,French,","Greenlit Films,Digital Horizon,",,"CA$2,300 (estimated)",2h 1min,Color,"Dolby Digital,DTS,",2.35 : 1,6.8/10,64,3,,
Pôru danshingu bôizu,"Stars,Shintarô Akutsu,Atsushi Arai,Manami Hashimoto,,","Shûsuke Kaneko,","Oolongta Yoshida,","Comedy,",,"May 28, 2011 (Japan)","Japan,","Japanese,","Excellent Film,Pony Canyon,",,,1h 24min,Color,"Dolby Digital,",,,,,,
Wings of the Wind,"Stars,Nicole Mauck,Al LaFleur,Jesse Massaro,,","Kim Robinson,","Kim Robinson,","Drama,Family,",G,March 2015 (United States),"United States,","English,","KICKS Flicks,",,,1h 59min,Color,,,5.1/10,38,2,1,
18.11,"Stars,Rehal Khan,Gulshan Grover,Mukesh Tiwari,,","Mohibul Haque,","Shreedhar Dubey,Mohibul Haque,","Action,",Not Rated,"June 13, 2014 (India)","India,","Hindi,","Ultimate Pictures,",,,2h 6min,Color,,,3.8/10,12,,,
Oye Ninne,"Srushti Dange,Bharatram Margani,","Satyam Chollakoti,",,"Drama,",,"October 6, 2017 (India)","India,","Telugu,","SVK Cinema,",,,2h 2min,Color,,,6.5/10,11,1,1,
