title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Tereddüt,"Stars,Funda Eryigit,Ecem Uzun,Mehmet Kurtulus,,","Yesim Ustaoglu,","Yesim Ustaoglu,","Drama,",,"December 16, 2016 (Turkey)","Turkey,France,Germany,Poland,","Turkish,","Ustaoglu Production,Slot Machine,unafilm,","$49,667",,1h 45min,Color,,2.35 : 1,6.5/10,2.2K,4,16,
Sin-ui hansu,"Stars,Kil-kang Ahn,Sung-Ki Ahn,Greg Chun,,","Beom-gu Cho,","Seong-hyeob Yu,","Action,Crime,",Not Rated,"July 2, 2014 (South Korea)","South Korea,","Korean,Hindi,",,"$27,926,871",,1h 58min,Color,"Dolby Digital,",2.35 : 1,6.7/10,2.2K,11,14,
Nelly Rapp - Monsteragent,"Stars,Matilda Gross,Lily Wahlsteen,Marianne Mörck,,","Amanda Adolfsson,","Sofie Forsman,","Adventure,Comedy,Family,Fantasy,",,"October 23, 2020 (Sweden)","Sweden,","Swedish,","SF Studios,Janson Media,","$11,558",,1h 33min,Color,,,6.2/10,229,1,4,
Zindagi Kitni Haseen Hay,"Stars,Feroze Khan,Sajal Ali,Alyy Khan,,","Anjum Shahzad,","Abdul Khaliq Khan,","Adventure,Romance,",,"September 13, 2016 (Pakistan)","Pakistan,","Urdu,","Kingfisher Films,RC Films,",,,2h 30min,Color,,2.35 : 1,6.0/10,512,10,5,
The Surrogate,"Stars,Jasmine Batchelor,Chris Perfetti,Sullivan Jones,,","Jeremy Hersh,","Jeremy Hersh,","Drama,",,"June 12, 2020 (United States)","United States,","English,","Tandem Pictures,Resonant Pictures,","$1,997",,1h 33min,,,,6.1/10,407,10,22,73
Dime Cuándo Tú,"Stars,Héctor Bonilla,Ofelia Reyes Botello,Brett Calo,,","Gerardo Gatica González,","Gerardo Gatica González,","Comedy,",TV-MA,"December 25, 2020 (Mexico)","Mexico,","Spanish,English,","Panorama Global,","$539,584",,1h 35min,Color,,2.35 : 1,5.8/10,825,18,10,
La casa muda,"Stars,Florencia Colucci,Abel Tripaldi,Gustavo Alonso,,","Gustavo Hernández,","Oscar Estévez,Gustavo Hernández,Gustavo Rojo,","Adventure,Drama,Horror,Mystery,Thriller,",Not Rated,"March 4, 2011 (Uruguay)","Uruguay,","Spanish,","Tokio Films,","$1,149,327","$6,000 (estimated)",1h 26min,Color,"Dolby Digital,",,5.4/10,7.7K,45,108,
Celebrity Crush,"Stars,Oliver Robins,Alissa Schneider,Melissa McNerney,,","Oliver Robins,","Oliver Robins,Jeff Rubin,","Thriller,",Not Rated,"May 26, 2020 (United States)","United States,",,,,"$75,000 (estimated)",1h 31min,Color,,1.78 : 1,3.4/10,119,15,12,
Beautiful Vampire,"Stars,Yeon-joo Jung,Song Kang,Park Jun-Myun,,","Eunkyung 'Jude' Jung,",,"Drama,Fantasy,Romance,",,"October 8, 2018 (South Korea)","South Korea,","Korean,","Siren Pictures,",,,1h 13min,Color,,,5.4/10,220,5,,
In the Name of the King: The Last Mission,"Stars,Dominic Purcell,Ralitsa Paskaleva,Daria Simeonova,,","Uwe Boll,","Joel Ross,","Action,Adventure,Fantasy,Thriller,",Rated R for violence and language,"February 26, 2014 (Japan)","Canada,Germany,Pakistan,","English,","Event Film Distribution,Bolu Filmproduktion und Verleih,ICE Animations,",,"$3,500,000 (estimated)",1h 26min,Color,"Dolby Digital,",1.78 : 1,3.1/10,2.1K,17,22,
