title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Footsteps,"Stars,Marshall Bell,Challen Cates,Amy Ferguson,,","Gavin James,","Gavin James,","Thriller,",R,"October 23, 2010 (United States)","United States,","English,",,,,1h 25min,Color,,2.35 : 1,7.7/10,17,,,
Dead Destination,"Stars,Nigel Barber,Paul Van Beaumont,Malcolm Benson,,","Stevie Alexandria Maxwell,Paul Van Beaumont,","Paul Van Beaumont,","Sci-Fi,",,"November 10, 2018 (United Kingdom)","United Kingdom,",,"Bohemain Beaumont Films,",,,,,,,,,,,
La ligne blanche,"Stars,Pascal Bongard,Julien Bouanich,Elliott Murphy,,","Olivier Torres,","Antoine Lacomblez,Olivier Torres,Laëtitia Trapet,","Drama,",,"August 31, 2011 (France)","France,","French,","4 à 4 Productions,Centre national du cinéma et de l'image animée (CNC),Conseil Général des Alpes-Maritimes,",,,1h 20min,Color,,,,,,,
Raqt,"Stars,Shweta Bhardwaj,Gulshan Grover,Adi Irani,,","Adi Irani,Shiva Rindani,","Adi Irani,Shiva Rindani,Ranjiv Verma,","Horror,Mystery,Thriller,",,"September 27, 2013 (India)","India,","Hindi,","Maa Tarini Films,",,"$200,000 (estimated)",3h,Color,,,5.8/10,10,2,,
One Year,"Stars,Elizabeth Tannehill,Brooks Whitlock,Bryan Harris,,","Tom Kleine,","Tom Kleine,","Drama,Family,",,October 2010 (United States),"United States,","English,",,,,1h,Color,,,7.9/10,12,,,
Vedham,"Stars,Saniya Iyappan,Jagadish,Madhu,,","Prasad Yadav,","Vyasan Sajeev,","Drama,",,"May 12, 2017 (India)","India,","Malayalam,","Samson Creations,",,,1h 52min,Color,,,,,,,
Ceza,"Stars,Deniz Gönen Türkcan,Ebru Sanci,Kaan Oruçoglu,,","Burak Donay,",,"Adventure,",,"August 8, 2014 (Turkey)","Turkey,","Turkish,",,,,1h 30min,Color,,,1.8/10,149,,,
The Disinherited,"Stars,Sarita Choudhury,Mikeah Jennings,Laine Rettmer,,","Jay Scheib,","Anton Chekhov,Jay Scheib,","Drama,",,"January 8, 2014 (United States)","United States,","English,",,,"$375,000 (estimated)",1h 40min,Color,,,,,,,
Hantu Bungkus Ikat Tepi,"Stars,Nora Danish,Tauke Jambu,Yus Jambu,,","Hashim Rejab,",,"Comedy,Horror,",,"April 9, 2015 (Malaysia)","Malaysia,","Malay,","Metrowealth Movies Production,",,,1h 32min,Color,,,,,,,
Deadstock,"Stars,Chulachak Chakrabongse,Somchai Kemglad,Metinee Kingpayome,,","Sheeva Lapintungsutthi,Somkid Phukphong,Sarasart Romyanon,",,"Drama,",,"August 18, 2016 (Thailand)","Thailand,","Thai,",,,,1h 26min,Color,,,6.3/10,6,,,
The Art of Escape,"Stars,Dylan Amsems,Maya Babow,Zach Bellin,,","Ethan Paisley,","Ethan Paisley,","Drama,",,"October 30, 2015 (United States)","United States,","English,","Paisley Pictures,Take18 Entertainment,",,"$1,000 (estimated)",1h 30min,Color,,,7.0/10,28,4,,
The Jersey Devil,"Stars,Tony Devon,Guido Amato,Michael Rispollo,,","John Casala,","John Casala,Salvatore Navarro,","Horror,Sport,Thriller,",,2011 (United States),"United States,","English,","Cornerstone Filmworks,Score Board Film,",,"$1,000,000 (estimated)",1h 43min,Color,"12-Track Digital Sound,",1.33 : 1,5.6/10,25,,,
Recommended by Enrique,"Sarah Swinwood,Lino Varela,","Rania Attieh,Daniel Garcia,","Rania Attieh,Daniel Garcia,","Adventure,Crime,Western,",,"June 13, 2014 (United States)","United States,Argentina,France,","English,Spanish,","En Passant,Frutacine,OutPost,",,,1h 27min,Color,"D-Cinema 48kHz 5.1,",,5.3/10,17,2,,
Years of Macau,"Stars,Filipe Baptista Tou,Ricardo Brito,Sai Peng Chan,,","Directors,Maxim Bessmertny,António Caetano Faria,Emily Chan,,","Writers,Maxim Bessmertny,António Caetano Faria,Emily Chan,,","Comedy,Drama,Mystery,Romance,",,"December 7, 2019 (Macao)","Macao,","Cantonese,Portuguese,English,","Catchy Entertainment and Talent Company,",,,1h 50min,Color,,,6.8/10,6,,,
874 Miles,"Stars,Paul Woodcock,Victoria Markham,Maureen Roche,,","Mark Garvey,","Mark Garvey,","Drama,",,"January 1, 2015 (United Kingdom)","United Kingdom,","English,","MarkGarvey.co.uk,",,"£2,500 (estimated)",1h 27min,Color,,,5.0/10,43,3,,
Bikini Vampire Babes,"Stars,Sharis Fajardo,JoJo,Jesse Storm,,","Ted West,Margaret Root,","Margaret Root,Ted West,","Comedy,Horror,",,"October 31, 2010 (United States)","United States,","English,","Digital-West,",,"$75,000 (estimated)",1h 30min,Color,,,5.3/10,26,,,
"Ren jian, xi ju","Stars,Lun Ai,Zhi Wang,Nuo Lu,,","Zhou Sun,","Zhou Sun,","Comedy,",,"March 29, 2019 (China)","China,","Mandarin,",,"$9,345,649",,1h 30min,Color,,,3.2/10,45,1,,
Diamonds Aren't Forever,"Stars,Maliyah Desir,Ottavio Lobefaro,NaJuan Davis,,","Frederick Tabiyus Nah IV,","Frederick Tabiyus Nah IV,","Action,Drama,Thriller,",,"April 5, 2011 (United States)","United States,","English,","Phoenix 4 Productions,",,"$10,000 (estimated)",,Color,,,6.6/10,16,,,
S: Saigo no Keikan - Dakkan: Recovery of Our Future,"Stars,Gô Ayano,Nao Ômori,Hiroyuki Ikeuchi,,","Shun'ichi Hirano,",,"Action,Thriller,",,"August 29, 2015 (Japan)","Japan,","Japanese,",,,,,Color,,,5.1/10,93,,,
Sammy-Gate,"Stars,Richard Beatty,Phil Proctor,Peter Henry Schroeder,,","Noel Lawrence,","Darius James,Noel Lawrence,","Biography,",,"January 24, 2020 (Netherlands)","United States,","English,","The J.X. Williams Archive,",,,,Color,,2.35 : 1,6.9/10,18,,,
Artur,"Stars,Esteban Baltazar,Jessica Decote,Eduardo Marbán,,","Jorge Ballesteros,","Jorge Ballesteros,Eduardo Marbán,","Thriller,",,"May 1, 2019 (Mexico)","Mexico,","Spanish,",,,"$5,000 (estimated)",1h 1min,Color,,,,,,,
Willkommen im Klub,"Stars,Patrycia Ziolkowska,Wolfram Koch,Bibiana Beglau,,","Andreas Schimmelbusch,","Andreas Schimmelbusch,","Drama,",,"October 11, 2014 (Poland)","Germany,","German,",,,,1h 26min,Color,,,4.2/10,15,1,,
The French American,"Stars,Gabrielle Stone,Basil Hoffman,Steven Christopher Parker,,","Darla Rae,","Karen Hemmerle,John Tschirhart,","Action,Drama,Romance,War,",,"May 20, 2017 (United States)","United States,",,"Film It Productions,",,,,Color,,,,,,,
Vulnerable,"Stars,Emma Leonard,Radek Jonak,Kym Thorne,,","Alan Lock,","Alan Lock,","Drama,Romance,Thriller,",,,"Australia,","English,",,,,1h 23min,Color,,,,,,,
Long Live the Dead,"Stars,Mindy Byram,Stephanie Danielson,Christine Haeberman,,","Richard Poche,","Writers,Odie Bracy,Matthew Ryan Fischer,Jeandre Garber,,","Horror,",Not Rated,"January 21, 2013 (United States)","United States,","English,","Poche Pictures,",,"$10,000 (estimated)",1h 32min,Color,,,3.7/10,50,3,,
