title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Elise,"Stars,Enchong Dee,Janine Gutierrez,Victor Anastacio,,","Joel Ferrer,","Joel Ferrer,Miko Livelo,","Romance,",,"February 6, 2019 (Philippines)","Philippines,","Tagalog,Filipino,","Regal Multimedia,LargaVista Entertainment,",,,1h 45min,Color,,,7.5/10,78,1,1,
Feng ping lang jing,"Stars,Yu Zhang,Jia Song,Yanhui Wang,,","Xiaofeng Li,",,"Crime,Drama,Romance,",,"November 6, 2020 (China)","China,","Chinese,",,"$7,090,000",,1h 58min,Color,,,6.0/10,209,1,4,
The Saver,"Stars,Imajyn Cardinal,Pascale Bussières,Brandon Oakes,,","Wiebke von Carolsfeld,","Wiebke von Carolsfeld,Edeet Ravel,Amnon Bookbinder,","Drama,",Unrated,"April 8, 2016 (Canada)","Canada,","English,French,","Prospector Films,",,,1h 28min,Color,,,6.6/10,85,2,10,
Chyornaya voda,"Stars,Dmitriy Bogdan,Evgeniy Alyokhin,Irina Starshenbaum,,","Roman Karimov,","Roman Karimov,Aleksandr Lungin,Sergey Osipyan,","Drama,Horror,",,"July 13, 2017 (Russia)","Russia,","Russian,",,,"$700,000 (estimated)",1h 53min,Color,,,4.9/10,285,4,,
A Bruta Flor do Querer,"Stars,Dida Andrade,Diana Mota,Andradina Azevedo,,","Dida Andrade,Andradina Azevedo,","Dida Andrade,Andradina Azevedo,","Drama,",,"April 7, 2016 (Brazil)","Brazil,","Portuguese,German,","Filmes da Lata,","$6,080",,1h 16min,Color,,1.78 : 1,5.7/10,115,,,
On-Site,"Stars,Gabi Alves,Miguel Cohen,Gerardo de Pablos,,","Patrick Roberts,","Patrick Roberts,","Thriller,",,2019 (United States),"United States,","English,",,,,1h 25min,Color,,2.39:1,3.8/10,82,4,,
Ceniza negra,"Stars,Smashleen Gutiérrez,Humberto Samuels,Hortensia Smith,,","Sofía Quirós,","Sofía Quirós,","Drama,",,"March 4, 2020 (France)","Costa Rica,Argentina,Chile,France,","Spanish,","Sputnik Films,Murillo Cine,La Post Producciones,",,"$500,000 (estimated)",1h 22min,Color,"Dolby Digital,",1.85 : 1,6.1/10,326,1,9,
Kompani Orheim,"Stars,Vebjørn Enger,Kristoffer Joner,Cecilie A. Mosli,,","Arild Andresen,","Arild Andresen,Lars Gudmestad,Tore Renberg,","Drama,",,"March 2, 2012 (Norway)","Norway,","Norwegian,","Motlys,","$1,076,947","NOK 20,800,000 (estimated)",1h 44min,Color,"Dolby Digital,",2.35 : 1,7.0/10,1.4K,1,8,
Keeper,"Stars,Kacey Mottet Klein,Galatéa Bellugi,Catherine Salée,,","Guillaume Senez,","Guillaume Senez,David Lambert,Marcia Romano,","Drama,Romance,",,"March 9, 2016 (Belgium)","Belgium,Switzerland,France,","French,","Iota Production,Louise Productions,Savage Film,","$31,093",,1h 35min,Color,,2.35 : 1,6.5/10,464,2,75,
Apostratos,"Stars,Michalis Sarantis,Thanasis Papageorgiou,Giota Festa,,","Zacharias Mavroeidis,","Zacharias Mavroeidis,","Comedy,Drama,",,"February 20, 2020 (Greece)","Greece,","Greek,","Faliro House Productions,Greek Film Center,Hellenic Radio & Television (ERT),",,,1h 40min,Color,,,6.9/10,384,1,5,
