title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
I'll Meet You Back Then,"Stars,Joshua Lee Young,Anna Hale,Mengyuan Xue,,","Mengyuan Xue,","Mengyuan Xue,","Comedy,Romance,",,2013 (United States),"China,","English,Mandarin,","I Will Meet You Back Then,Thinkdream Productions,",,"$2,000,000 (estimated)",,Color,,,,,,,
The New Wave of R&B,"Miguel,","Eddie Barreiro,",,"Biography,",,"February 14, 2014 (United States)","United States,","English,","Con Communications,",,"$50,000 (estimated)",,Color,,,,,,,
Days of Tears,"Stars,Patience Ozokwor,Chika Anyanwu,Queen Nwokoye,,","Caz Chidiebere,",,"Drama,",,"April 22, 2017 (United States)","Nigeria,","English,",,,,3h 46min,Color,,,,,,,
The River,,"Tingting Yang,","Tingting Yang,","Drama,",,"October 31, 2013 (Sweden)","Sweden,China,","Mandarin,",,,,,Color,,,,,,,
Leurre d'amour,"Stars,Jean-Philippe Artaud,Michel Auburn,Isabelle Beaufort,,","Andy Anison,",,,,,,,,,,1h 11min,,,,,,,,
Pinon Fijo Y La Magia De La Musica,,,,,,"December 30, 2012 (Argentina)",,,,"$242,451",,,,,,,,,,
Devadas,"Ramesh Bhat,Rangayana Raghu,Neethu Singh,","Shanthakumar,",,"Drama,",,"May 13, 2011 (India)","India,","Kannada,",,,,,Color,,,,,,,
The Silk Iris,"Stars,Aury Barnett,Tijana Bennett,Hana Holubec,,","Leandro Amorim-Downie,",,"Drama,",,2017 (Canada),,"English,","LAD Entertainment,",,,,Color,,,,,,,
Theatre Lives: Adrian Lester,"Adrian Lester,Fiona Lindsay,",,,"Talk-Show,",,"September 29, 2016 (United Kingdom)","United Kingdom,","English,","Digital Theatre,",,,56min,Color,,,,,,,
International Affairs,"Stars,Adesua Etomi-Wellington,Chris Attoh,Bovi Ugboma,,","Derek Baum,","Derek Baum,Samuella Elumelu,","Action,",,"March 9, 2018 (Nigeria)","United States,Nigeria,","English,","Dream Magic Studios,TradeWind Films,",,"$250,000 (estimated)",,Color,,,,,,,
