title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Small Black Fish,"Homayoun Ershadi,Mostafa Zamani,Merila Zare'i,","Majid Esmaili Parsa,",,"Drama,",,"August 11, 2014 (Iran)","Iran,","Persian,",,,,,Color,,,4.6/10,5,,,
Imerologia amnisias,"Stars,Peter Rose,Elias Kostandakopoulos,Thanos Anastopoulos,,","Stella Theodoraki,","Stella Theodoraki,","Biography,History,",,"September 26, 2012 (Greece)","Greece,","Greek,English,French,","Fantasia Audiovisual Ltd.,",,,1h 43min,Color,,,5.8/10,15,,,
Qahar,"Stars,Gaurav Jha,Monalisa,Gunjan Pant,,","Aanand .D. Ghathraj,",,"Drama,",,"September 28, 2018 (India)","India,","Bhojpuri,",,,,2h 35min,Color,,,,,,,
Pyar Kar Sapna,"Stars,Islam Khan,Javed Manan,Sapna,,","Pappu Khan,","Raj Roy,","Musical,",,"May 11, 2017 (India)","India,","Nagpuri,","Shiva Music Film,",,,2h 22min,Color,,,,,,,
Diary,"Stars,Isabel Serrano,Cheng Ju Lin,Yu En Hsueh,,","Ming-Yi Tsai,","Ming-Yi Tsai,","Romance,",,,"Taiwan,","Chinese,",,,,49min,,,,,,,,
Walking Through the Angels,"Stars,Sabrina Stoll,Steve Adkins,Fiona Lincke,,","Tawd B. Dorenfeld,","Tawd B. Dorenfeld,","Romance,",,"September 1, 2014 (United States)","United States,","English,",,,,1h 30min,Color,,,,,1,,
The Emigrated Birds,"Stars,Peyman Ebrahimi,Romina Gholami,Mehrdad Khosravani,,","Shahram Qadir,","Shahram Qadir,","Drama,",,"January 27, 2013 (Sweden)","Sweden,","Persian,",,,,1h 47min,,,,3.3/10,17,2,,
Chakanyeoja,"Stars,Yeon-seo Lee,Geon-hoo Park,Tae-san Jeong,,","Seok-ho Kyeong,",,"Drama,",,March 2015 (South Korea),"South Korea,","Korean,","Evergreen Cinema,",,,1h 35min,Color,,,,,,,
Inexplicable Epiphanies,"Stars,Jade Patrice Graham,Trey Christopher Harrison,Jemar O'Neal Harris,,","Stephen Foreman III,","Stephen Foreman III,","Drama,",,2013 (United States),"United States,","English,","Stephen Films,",,,2h 15min,Color,,,,,,,
Di bawah langit,"Stars,Inneke Koesherawati,Agus Kuncoro,Dolly Martin,,","Opick,","Writers,Gutheng,Relita Hermanto,Suroto,,","Drama,",,"March 18, 2010 (Indonesia)","Indonesia,","Indonesian,","Opick Tombo Ati Film,",,,1h 30min,Color,,,,,,,
Manchester United vs Huddersfield Town,,,,,,"February 3, 2018 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
Astral Trial,"Stars,Joanna Cretella,Zach Cutler-Orrey,Joanna Dawson,,","Hester Wagner,",,"Sci-Fi,",,December 2016 (United States),"United States,","English,","Futures Explored,",,,,Color,,,,,,,
The Ability to Accept,"Jessica Leigh Morris,Georgia Sky,","Mrigank Pandey,",,,,"September 4, 2019 (United States)","United States,","English,",,,,,Color,,,,,,,
Before She Leaves Her Body,"Stars,Jac Adair,Yvette Angulo,Max Benton,,","Ryan Betschart,Tyler Betschart,","Ryan Betschart,Tyler Betschart,","Drama,Horror,Music,",,"October 31, 2015 (Canada)","United States,","English,",,,,1h 11min,Color,,,,,,,
El Candidato Obsoleta,,,,,,"May 11, 2017 (Argentina)","Argentina,","English,",,"$32,659",,,Color,,,,,,,
Gangstar Dulhania,"Stars,Gaurav Jha,Nidhi Jha,Glory Mohanta,,","Saurabh Suman,",,"Drama,",,"August 3, 2018 (India)","India,","Bhojpuri,",,,,2h 10min,Color,,,,,,,
2020-Nen 2 tsuki 16-nichi T. T sai tama vs Ryukyu asutida,,,,"Sport,",,2020 (Japan),"Japan,","Japanese,",,,,,Color,,,,,,,
Dumlupinar: Sonsuza Kadar,,"Alex Ardenti,","Seda Demirtas,","Drama,",,2020 (Turkey),"Turkey,","Turkish,","Amazon Produksiyon,",,"$35,000,000 (estimated)",1h 40min,Color,,,,,,,
Kwaya ya Injili ya Kichina Onyesho la 19,,"Bao Da,",,"Drama,",,"December 31, 2017 (South Korea)","South Korea,","Chinese,",,,,,,,,,,,,
Yaad Rayaad,"Stars,Umi Khan Baba,Asad Khan,Emi Khan,,","Khursheed Khan,","Khursheed Khan,","Comedy,Thriller,",,"September 4, 2016 (India)","Pakistan,","Pashtu,Hindi,","Yellow Chillies Entertainment,",,"PKR 200,000 (estimated)",1h 46min,Color,,,,,,,
Südstadtgeflüster,"Stars,Daniel Amolegbe,Lizzy Aumeier,Matthias Egersdörfer,,","Andreas Vincent Weber,","Christian Hilgert,Andreas Vincent Weber,","Comedy,",,"April 30, 2016 (Germany)","Germany,","German,",,,€10 (estimated),1h 20min,,,,,,,,
My Candle Burns,"Robert David Duncan,Elizabeth Duncan,","Robert David Duncan,","Elizabeth Duncan,Robert David Duncan,","Drama,",,2019 (Canada),"Canada,",,"Fat Punk Productions,",,,,Color,,,,,,,
Dark Date,"Greta Dorothy,Martin Gallo,Leti Hernandez,","Missy Pellagrino,",,"Drama,",,,"United States,","English,",,,"$5,000 (estimated)",,Color,,,,,,,
Thane of East County,"Stars,Carr Cavender,Molly Beucher,Connor Sullivan,,","Jesse Keller,","Jesse Keller,William Shakespeare,","Drama,Horror,Thriller,",,"March 28, 2018 (United States)","United States,","English,","Folk Process Films,",,"$65,000 (estimated)",1h 30min,Black and White,,2.35 : 1,6.4/10,24,,,
Goodbye,,,,"Drama,Thriller,",,March 2015 (United States),"United States,",,,,,1h 30min,Color,,,,,,,
Ti-Ti Nalle & Ti-Ri Vauvan synttärit,"Riitta Korpela,","Riitta Korpela,Petri Kyttälä,","Riitta Korpela,","Family,",,2015 (Finland),"Finland,","Finnish,","Ti-Ti Tuotanto,",,,54min,Color,,,,,,,
Scoring Mental,"Stars,Naama Schendar,Rivka Michaeli,Israel Gurion,,","Jonathan Gottesmann,",,"Drama,Fantasy,Music,",,"April 22, 2013 (Israel)","Israel,","Hebrew,English,","HippieColor Films,",,,50min,Color,,1.33 : 1,,,,,
Dance of the Fragrant Concubine,"Stars,Jason Croot,Neil James,Rachel Laboucarie,,","Stephen Southouse,Jason Croot,","Stephen Southouse,","Fantasy,",,"July 5, 2017 (United Kingdom)","United Kingdom,","English,","Zelica Films,",,,1h 20min,Color,,,,,,,
Michale Graves Live at Europa,"Michale Graves,Chibo Jones,Johnny B. Morbid,","Jeff Frumess,",,"Music,",Not Rated,"October 31, 2013 (United States)","United States,","English,","Video Business Media,",,"$5,000 (estimated)",1h 23min,Color,,16:9 HD,,,,,
O Meu Cão Chama-se Patrão,"Stars,Cátia Tomé,Manuela Veiga,Carlos Alves,,","Marco A. Laureano,","Marco A. Laureano,",,,2016 (Portugal),"Portugal,","Portuguese,","Cineclube Cine-Reactor 24i,",,,1h 8min,Color,"Stereo,",2.35 : 1,,,,,
Duo,"Stars,James Brower III,Dairius Elliott,Steve Frato,,","Tim Firtion,","Tim Firtion,","Crime,",,2013 (United States),"United States,","English,","TJ Excursion Cinema Label,",,$200 (estimated),50min,Color,,2.35 : 1,8.5/10,8,,,
Poppy Goes to Hollywood,,"Sok Visal,","Richard Johnston Finn,Michael Hodgson,","Comedy,",,"May 5, 2016 (Cambodia)","Cambodia,","Central Khmer,","802 AD Productions,",,"$100,000 (estimated)",1h 33min,,,,4.7/10,11,1,,
A Man Who Is Obsessed With Donkey,,,,,,,,,,"$2,754",,,,,,,,,,
Deadwall Hotel,,"Kayser Foyz,","Kayser Foyz,","Horror,",,"December 1, 2018 (Bangladesh)","United Kingdom,Bangladesh,","Bengali,English,","The Filim Company,",,"£80,000 (estimated)",1h 30min,Color,,16:9 HD,,,,,
Gurasuhoppâ,,,,,,"November 8, 2015 (Japan)",,,,"$7,971,675",,,,,,,,,,
Zhan Jing: Huo Xian Tu Wei,"Stars,Matthew Del Bel Belluz,Hong Fang,Dailiha Nayiman,,","Hao Jin,",,"Action,",,"May 4, 2018 (China)","China,","Mandarin,","Gold Stone Film,",,,1h 41min,Color,,,,,,,
Evidence of the Sasquatch,"Stars,Selena Persiani,Eli Shell,Jack Shay,,","Jason Windsor,","Quarter Orange,","Horror,Thriller,",,"October 27, 2011 (United States)","United States,","English,",,,,1h 5min,Color,,,,,,,
The Sea,"Ayrin Gargar,Sargis Grigoryan,Sargis Manukyan,","Mikayel Abrahamyan,","Mikayel Abrahamyan,","Drama,",,2016 (Armenia),"Armenia,","Armenian,","National Cinema Centre of Armenia,",,,1h,Color,,,,,,,
Cuenta en Ochos,"Stars,David Alonso,Lara Benito,John Cámara,,","Yara Nodar,","Yara Nodar,","Musical,",,"November 2, 2012 (Spain)","Spain,","Spanish,",,,"€50,000 (estimated)",,,,,,,,,
Stunted,"Stars,Becca Aho,Kassem Darwich,Kelly Dear,,","Elijha Jefferson,Caleb Rice,","Caleb Rice,","Comedy,",,"May 9, 2018 (United States)","United States,","English,","WDHS Student Video,",,"$5,000 (estimated)",54min,,,,,,,,
Passagerare,"Stars,Johannes Brost,Alexander Karim,Francesca Picozza,,","Mathew Moore,","Mathew Moore,","Drama,",,"July 4, 2013 (Sweden)","Sweden,","English,",,,,1h 23min,Color,,,4.8/10,15,,,
No me contéis entre vosotros,"Manolo Bueno,","Isidro Sánchez,","Isidro Sánchez,","Drama,",,"April 18, 2015 (Spain)","Spain,","Spanish,","Kinética,La Oficina Producciones Culturales,",,"€30,000 (estimated)",1h 20min,,,,,,1,,
Arianna L'isola dell'abbandono,,"Alessandro Scippa,","Alessandro Scippa,","Drama,",,"October 2, 2013 (United Kingdom)","Italy,","Italian,","Axelotil-Pablo,",,"€20,000 (estimated)",1h 4min,,,,,,2,,
The Lone Hunter,,"Richard Johanson,",,"Western,",,"April 1, 2016 (United States)","United States,","English,","Golden Palm Productions,",,,,,,,,,,,
The Unrepentant Youth,,,,,,"June 29, 2018 (China)","China,","English,",,"$68,836",,,Color,,,,,,,
Norwich City vs Liverpool,,,,"Sport,",,"January 23, 2016 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
Zuriel's Diary,"Stars,Henry Arnold,Emeka Nwagbaraocha,Blessing Onwukwe,,","Chinedu Omorie,","Jennifer Nkemdilim Eneanya,","Family,",,2018 (United Kingdom),"United Kingdom,","English,","African Movie Channel,",,"NGN 2,500,000 (estimated)",,Color,,,,,,,
Lai Dahile,,,,,,"October 5, 2017 (United Arab Emirates)","United Arab Emirates,","English,",,"$9,685",,,Color,,,,,,,
