title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Malice,,,,,,"February 14, 2016 (South Korea)",,,,"$51,946",,,,,,,,,,
Une braise sur la neige,"Stars,Xavier Gallais,Chiara Capitani,Johan Libéreau,,","Boris Baum,","Boris Baum,","Drama,",,"April 9, 2015 (France)","France,","French,","Les Films de la Récré,Les Parallèles Productions,",,,1h,Color,"Dolby Digital,",2.35 : 1,7.5/10,12,3,,
Caged IV,,,,"Drama,",,"September 1, 2020 (United States)","United States,","English,",,,,,Color,,,,,,,
Arsenal vs Manchester City,"Arsenal F.C.,Manchester City F.C.,",,,,,"August 12, 2018 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
Ninjô feromon: Mochihada wa shizukami,"Stars,Ayaka Tomoda,Tsubaki Katô,Shôko Kudô,,","Tetsuya Takehora,","Vocal Tôhô,",,,"June 22, 2018 (Japan)","Japan,","Japanese,","Blue Forest Film,",,,,Color,"Mono,",,,,,,
12-12-1950,"Stars,Yogi Babu,Thambi Ramaiah,Selvaah,,","Selvaah,",,"Comedy,",,"December 8, 2017 (India)",,"Tamil,","JyoStar Enterprises,",,"$750,000 (estimated)",2h 9min,,,,5.7/10,13,,,
Manchester City vs Chelsea,,,,"Sport,",,"December 3, 2016 (United Kingdom)","United Kingdom,",,,,,1h 30min,Color,,,,,,,
Safe House: A Christian Story,"Stars,Simone Anderson,Kaitlin Arnold,Jalen Ashley,,","Zeborah Foulks,","Zeborah Foulks,","Drama,",,March 2014 (United States),"United States,","English,","Doyhae Films,Moving Forward Pictures,We Connected Productions,",,,1h 32min,Color,,,,,,,
Voice: a performance art movie,"Sylvia Toy St. Louis,","Sylvia Toy St. Louis,","Sylvia Toy St. Louis,","Comedy,Drama,Fantasy,Horror,Sci-Fi,",Not Rated,"October 8, 2017 (United States)","United States,","English,",,,,2h 40min,Color,,,,,,,
Ulysses in the Subway,,"Directors,Marc Downie,Flo Jacobs,Ken Jacobs,,",,,,"February 12, 2017 (Germany)","United States,","English,",,,,59min,Color,,,6.5/10,11,,,
