title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Geçmis Olsun,"Stars,Toygan Avanoglu,Cihan Simsek,Müge Boz,,","Hasan Dogan,","Cüneyt Inay,","Comedy,",,"June 28, 2019 (Turkey)","Turkey,","Turkish,","Juli Sanat,","$92,938",,1h 50min,Color,"Stereo,",16:9 HD,3.5/10,146,,,
Luton,"Stars,Nicholas Vlachakis,Eleftheria Komi,Christos Sapountzis,,","Michalis Konstantatos,","Michalis Konstantatos,Stelios Likouresis,","Drama,",,"October 10, 2013 (Greece)","Greece,Germany,","Greek,","Horsefly Productions,Faliro House Productions,Greek Film Center,",,€690 (estimated),1h 40min,Color,,,5.5/10,293,3,24,
Pokkiri Simon: Oru Kadutha Aaradhakan,"Stars,Prayaga Martin,Dileesh Pothan,Jacob Gregory,,","Jijo Antony,","Ampady K,","Comedy,",,"September 22, 2017 (India)","India,","Malayalam,","Srivari Films,",,,2h 20min,Color,,,4.9/10,304,2,2,
Thillu Mullu,"Stars,Shiva,Prakash Raj,Isha Talwar,,","Badri,","Badri,","Comedy,",,"June 14, 2013 (India)","India,","Tamil,","Vendhar Movies,",,,2h 20min,Color,,2.35 : 1,4.3/10,245,4,,
Long zai na li,"Stars,Star Noorbakhsh,Maryevelyn Jones,Maggie Chiang,,","Sing-Choong Foo,Betty Tang,","Writers,J. Larry Carroll,Sing-Choong Foo,Chia-Ying Lee,,","Animation,",,"October 23, 2015 (China)","China,Hong Kong,","Mandarin,","Beijing Treasure Tree Studios,DeTao Masters Academy,","$3,889,849",,1h 37min,Color,,,5.6/10,84,1,,
The Blueberry Hunt,"Stars,Kartik Elangovan,Vinay Forrt,Aahana Kumra,,","Anup Kurian,","Anup Kurian,","Action,Thriller,",,"April 8, 2016 (India)","India,","English,Hindi,","Visual Possibility,",,"₹12,500,000 (estimated)",1h 50min,Color,,,5.6/10,209,8,4,
Lady Luck,"Stars,Don Battee,Trevante Rhodes,Sariah Ferguson,,","Clifton McCurry,","Clifton McCurry,Jonathan White,Tricia Woodgett,","Comedy,Drama,",,2017 (United States),"United States,","English,","TigerEye Films,",,,1h 54min,Color,,,6.7/10,52,2,,
Portmanteau,"Stars,Simon Cleary,Paul Woodcock,Eleanor Clarke,,","Mark Garvey,","Mark Garvey,","Horror,",,"January 1, 2017 (United Kingdom)","United Kingdom,","English,","MarkGarvey.co.uk,",,,1h 25min,Color,,2.35 : 1,3.1/10,30,2,,
Kultur Shock!,"Stars,Eric Paul Chapman,David Hundertmark,Terry McNavage,,","Todd Osleger,",,"Mystery,Sci-Fi,Thriller,",,"February 24, 2017 (United States)","United States,","English,","Forgotten Path,",,,1h 25min,Color,,,6.4/10,67,14,3,
B,"Stars,Pedro Casablanc,Manolo Solo,Pedro Civera,,","David Ilundain,","Jordi Casanovas,David Ilundain,","Crime,Drama,",,"September 20, 2015 (Spain)","Spain,","Spanish,","Bolo Audiovisual,Inicia Films,Settembre Films,","$62,463","€370,000 (estimated)",1h 20min,Color,,,6.7/10,536,1,6,
Donzumari benki,"Stars,Hideyuki Arai,Yûko Date,Mitsue Fukumoto,,","Haruhi Oguri,","Haruhi Ogiri,","Drama,",,February 2012 (Japan),"Japan,","Japanese,","Trauma Circus,",,,1h 21min,Color,,,4.9/10,45,3,,
Poppin Q,"Stars,Asami Seto,Shiori Izawa,Atsumi Tanezaki,,","Naoki Miyahara,","Izumi Todo,Shuko Arai,","Animation,Adventure,Fantasy,Musical,",,"December 23, 2016 (Japan)","Japan,","Japanese,","Toei Animation,",,,1h 35min,Color,,,4.9/10,40,,,
Ladies Not Allowed,,"Sai Ram Dasari,",,"Drama,",,2020 (India),"India,","Telugu,","K R Production,",,,,Color,,,,,,,
Tengoku kara no êru,"Stars,Hiroshi Abe,Win Morisaki,Nanami Sakuraba,,","Makoto Kumazawa,","Masaya Ozaki,Kimiko Ueno,","Drama,",,"October 1, 2011 (Japan)","Japan,","Japanese,","Asmik Ace Entertainment,Django Film,Happinet(I).,",,,1h 54min,Color,,,7.0/10,93,3,3,
Border Protection Squad,"Stars,Ryan Shelton,Peter Helliar,Luke McGregor,,","Ed Kavalee,","Ed Kavalee,","Comedy,",,"November 30, 2015 (Australia)","Australia,","English,","EHK Productions,",,,1h 16min,Color,,,8.0/10,24,,,
The Great Controversy Ended,"Stars,Sandra Dee Richardson,Desiree DeAnda,Corinne Meadors,,","Nancy Hamilton Myers,","Nancy Hamilton Myers,","Drama,Family,Fantasy,Mystery,Thriller,",,"August 27, 2018 (United States)","United States,","English,","Golden Eagle Films,",,,,Color,,,,,,,
Ghesse-ha,"Stars,Habib Rezaei,Mohammad Reza Forutan,Mehraveh Sharifinia,,","Rakhshan Banietemad,","Rakhshan Banietemad,Farid Mostafavi,","Drama,",,"May 6, 2015 (Iran)","Iran,","Persian,","Iran Novin Film,Kanoon Iran Novin,",,,1h 28min,Color,"Dolby Digital,",1.85 : 1,7.0/10,1.3K,5,45,
V82 - Revenge of the Nitros!,"Stars,Georg Sulzer,Maya Lauterbach,Samuel Jakob,,","Joachim Masannek,","Joachim Masannek,","Action,Adventure,Family,",TV-PG,"October 29, 2015 (Germany)","Germany,","German,","Rat Pack Filmproduktion,",,"€5,800,000 (estimated)",1h 32min,Color,,2.35 : 1,5.1/10,51,6,,
Blog,"Stars,Candela Antón,Anna Castillo,Lola Errando,,","Elena Trapé,","Writers,Tomàs Aragay,Cristina Clemente,Arantxa Cuesta,,","Drama,",,"January 21, 2011 (Spain)","Spain,","Spanish,Catalan,","Canal+ España,Catalan Films & TV,Escola Superior de Cinema i Audiovisuals de Catalunya (ESCAC),","$50,817",,1h 28min,Color,,,5.3/10,237,3,,
Miraklet i Viskan,"Stars,Rolf Lassgård,Lia Boysen,Evelina Alexandersson,,","John Olsson,","John Olsson,","Drama,",,"April 17, 2015 (Sweden)","Sweden,","Swedish,","Giraff Film AB,Film i Västernorrland,Filmgården,",,"SEK 13,000,000 (estimated)",1h 46min,Color,,,5.0/10,191,1,1,
