title,casts,directors,writers,genres,certificate,release_date,countries_of_origin,languages,production_companies,gross_worldwide,budget,runtime,color,sound_mix,aspect_ratio,score,votes,user_reviews,critic_reviews,metascore
Zid,"Stars,Mannara Chopra,Karanvir Sharma,Shraddha Das,,","Vivek Agnihotri,","Vivek Agnihotri,Rohit Malhotra,","Crime,Romance,Thriller,",Not Rated,"November 28, 2014 (India)","India,","Hindi,English,","Benaras Mediaworks,",,,2h 6min,Color,,,4.4/10,1.2K,10,5,
Govindudu Andari Vaadele,"Stars,Ram Charan,Kajal Aggarwal,Srikanth,,","Krishna Vamsi,","Krishna Vamsi,Paruchuri Venkateswara Rao,Gopalakrishna Paruchuri,","Action,Drama,",Not Rated,"October 1, 2014 (India)","India,","Telugu,","Parameswara Arts,","₹416,500,000",,2h 40min,Color,,,5.7/10,2.1K,9,6,
If I Were You,"Stars,Marcia Gay Harden,Leonor Watling,Joseph Kell,,","Joan Carr-Wiggin,","Joan Carr-Wiggin,","Comedy,Drama,",Rated R for language/sexual references,"January 10, 2012 (United States)","United Kingdom,Canada,","English,","Paragraph Pictures,TallTree Pictures,","$9,432",,1h 55min,Color,"Stereo,",1.78 : 1,7.0/10,2.1K,23,26,28
The von Trapp Family: A Life of Music,"Stars,Matthew Macfadyen,Eliza Bennett,Rosemary Harris,,","Ben Verbong,","Writers,Chris Silber,Tim Sullivan,Paul Günczler,,","Biography,Drama,Family,Music,Romance,War,",Not Rated,"November 12, 2015 (Germany)","United States,Germany,Austria,","English,","Clasart Film- und Fernsehproduktion,Concorde Media,Tele München Group (TMG),","$99,967","$17,000,000 (estimated)",1h 38min,Color,,,6.3/10,517,7,11,
Beast Within,"Stars,Colm Feore,Steven Morana,Holly Deveaux,,","Chris Green,Steven Morana,","Matthew Campagna,Rudy Jahchan,","Action,Adventure,Crime,Drama,Fantasy,Horror,Romance,Thriller,",R,"September 8, 2020 (Canada)","United States,Canada,","English,","Build Character,High Star Entertainment,Little Axe Productions,",,"$1,000,000 (estimated)",1h 20min,Color,,2.35 : 1,5.1/10,91,4,12,
Alien Domicile,"Stars,Elly Brown,Eduard Osipov,Michael Monteiro,,","Kelly Schwarze,","Kelly Schwarze,","Horror,Mystery,Sci-Fi,",Not Rated,"March 30, 2017 (United States)","United States,","English,","Indie Film Factory,",,"$85,000 (estimated)",1h 28min,Color,,2.39:1,3.2/10,793,20,7,
RaJa Babu,"Stars,Dinesh Lal Yadav,Amrapali Dubey,Monalisa,,","Manjul Thakur,","Manjul Thakur,","Action,Comedy,Drama,",,"August 14, 2015 (India)","India,","Bhojpuri,","Shaurya Entertainment,",,,3h 3min,Color,,,5.7/10,28,,,
Gelecek Uzun Sürer,"Stars,Gaye Gürsel,Durukan Ordu,Sarkis Seropyan,,","Özcan Alper,","Özcan Alper,","Drama,",,"November 11, 2011 (Turkey)","Germany,France,Turkey,","Turkish,Kurdish,Armenian,","unafilm,Arizona Films,Eurimages,","$148,545",,1h 48min,Color,,,6.8/10,1.3K,3,6,
Christian Mingle,"Stars,Lacey Chabert,Jonathan Patrick Moore,Saidah Arrika Ekulona,,","Corbin Bernsen,","Corbin Bernsen,","Comedy,Romance,",Rated PG for mild thematic elements,"February 13, 2015 (Poland)","United States,","English,Spanish,","Home Theater Films,","$25,480","$650,000 (estimated)",1h 43min,Color,,,4.3/10,1.6K,33,18,
Rogue Warfare: The Hunt,"Stars,Will Yun Lee,Jermaine Love,Rory Markham,,","Mike Gunther,","Andrew Emilio DeCesare,","Action,",Rated R for strong violence and language,"April 17, 2020 (Poland)","United States,","English,","5150 Action,Dovecheck Productions,",,,1h 43min,Color,,2.35 : 1,3.1/10,527,34,2,
2538 alter ma jib,"Pimchanok Leuwisetpaiboon,Achita Pramoj Na Ayudhya,Dan Aaron Ramnarong,","Yanyong Kuruaungkoul,",,"Comedy,Fantasy,Music,Romance,",,"March 19, 2015 (Thailand)","Thailand,","Thai,","Mono Pictures,","$305,757",,1h 51min,Color,,,6.5/10,491,5,,
Uncaged,"Stars,Ben Getz,Kyle Kirkpatrick,Zack Weiner,,","Daniel Robbins,","Mark H. Rapaport,Daniel Robbins,","Comedy,Horror,Thriller,",Unrated,"February 2, 2016 (United States)","United States,","English,","Stag Pictures,BoulderLight Pictures,",,,1h 35min,Color,,1.85 : 1,4.0/10,2K,23,24,
Kureyon Shinchan: Shûrai!! Uchûjin shiriri,"Stars,Tamao Hayashi,Tôru Hotohara,Teiyû Ichiryûsai,,","Masakazu Hashimoto,","Yoshito Usui,","Animation,Adventure,Comedy,Family,Fantasy,Sci-Fi,",IIA,"August 31, 2017 (Hong Kong)","Japan,","Japanese,Hindi,","ADK,Futabasha,Shin Ei Animation,","$15,216,719",,1h 43min,Color,"Dolby Digital,",1.85 : 1,6.2/10,177,,,
The Adventures of Beatle,"Stars,Ever Carradine,Michele Hicks,Jeffrey Dean Morgan,,","Donna Robinson,","Katherine Brooks,Donna Robinson,","Comedy,Drama,Thriller,","Rated R for sexual content, violence and language","December 22, 2015 (United States)","United States,","English,","Big Easy Pictures,Side Tracked Pictures,",,,1h 23min,Color,,,5.1/10,1.7K,14,9,
Awe!,"Stars,Kajal Aggarwal,Nithya Menen,Srinivas Avasarala,,","Prasanth Varma,","Prasanth Varma,","Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller,",,"February 16, 2018 (India)","India,","Telugu,","Wall Poster Cinema,","$47,386",,2h 30min,Color,,,7.8/10,4.7K,91,7,
Abrakadabra,"Stars,Germán Baudino,Eugenia Rigón,Gustavo Dalessanro,,","Luciano Onetti,Nicolás Onetti,","Carlos Goitia,Luciano Onetti,Nicolás Onetti,","Horror,Mystery,Thriller,",Not Rated,"November 3, 2018 (United Kingdom)","Mexico,Argentina,New Zealand,","English,","Black Mandala,Guante Negro Films,",$737,,1h 9min,Color,,2.20 : 1,5.3/10,421,5,17,
Top Secret: Wai roon pun lan,"Pachara Chirathivat,Walanlak Kumsuwan,Somboonsuk Niyomsiri,","Songyos Sugmakanan,","Nawapol Thamrongrattanarit,","Biography,Drama,",IIA,"October 20, 2011 (Thailand)","Thailand,","Thai,","GMM Tai Hub (GTH),","$1,385,882",,2h 11min,Color,,,7.7/10,1.9K,9,3,
La danza nera,"Stars,Corinna Coroneo,Franco Nero,Flavio Sciolè,,","Mauro John Capece,","Mauro John Capece,Corinna Coroneo,","Crime,Romance,Thriller,",,"December 18, 2020 (Italy)","Italy,Canada,","Italian,","Evoque,Stemo Production,ZMA Productions,",,"€1,000,000 (estimated)",1h 41min,Color,,2.35 : 1,7.3/10,34,1,,
Petla,"Stars,Antoni Królikowski,Katarzyna Warnke,Piotr Stramowski,,","Patryk Vega,","Grzegorz Barlog,Olaf Olszewski,Patryk Vega,","Action,Crime,Drama,",,"September 4, 2020 (Poland)","Poland,","Polish,","Vega Investments,Vega Investments,","$3,144,572",,1h 45min,Color,,,3.5/10,561,5,3,
Modern/Love in 7 Short Films,"Stars,Natalie Dormer,Tom Burke,Yvette Nicole Brown,,","Directors,Deena Adar,Kai Collins,Matthew Irving Epstein,,",,"Comedy,Drama,",,2019 (Australia),"United States,United Kingdom,Australia,","English,",,,,,,,,6.0/10,78,,,
They Love,"Stars,Duke Duffy,Gemma Giubarelli,Jim Kelly,,","Daniel Sowter,","Daniel Sowter,","Horror,Romance,",,"February 14, 2014 (United Kingdom)","United Kingdom,","English,","MONO Films,Twinned Productions,",,"£1,500 (estimated)",1h 34min,Color,"Stereo,",16:9 HD,5.5/10,32,,,
The Marijuana Conspiracy,"Stars,Julia Sarah Stone,Hannah Vandenbygaart,Daniel DeSanto,,","Craig Pryce,","Craig Pryce,","Drama,",,"April 20, 2021 (Canada)","Canada,","English,","Pot Luck Films,",,,2h 4min,Color,,,5.4/10,146,5,14,
Atrocious,"Stars,Cristian Valencia,Clara Moraleda,Chus Pereiro,,","Fernando Barreda Luna,","Fernando Barreda Luna,","Horror,Mystery,Thriller,",Rated R for grisly images and language throughout,"June 16, 2012 (Spain)","Spain,Mexico,","Spanish,","Claqueta y Accion,Catalan Films & TV,Claqueta Cinema,","$4,472",,1h 19min,Color,"Dolby Digital,",1.78 : 1,5.0/10,5K,35,82,
#Malam Jumat: The Movie,"Stars,Ewing H.D.,Zoe Abbas Jackson,Dea Annisa,,","Hadrah Daeng Ratu,","Andhika Lazuardi,","Horror,",,"May 16, 2019 (Indonesia)","Indonesia,","Indonesian,","Dee Company,Blue Water Films,",,,1h 31min,Color,,,5.5/10,65,,,
The White Storm 2: Drug Lords,"Stars,Andy Lau,Louis Koo,Kiu Wai Miu,,","Herman Yau,","Eric Lee,Erica Li,Herman Yau,","Action,Crime,",IIB,"July 16, 2019 (Hong Kong)","China,Hong Kong,","Cantonese,","Sil-Metropole Organisation,Sublime Film & Television Media,Universe Entertainment,","$189,396,380","$25,000,000 (estimated)",1h 39min,Color,"Dolby Atmos,",2.39 : 1,6.0/10,1.1K,13,16,
The Au Pair,"Stars,Annie Heise,Tristan Thomas,Brytnee Ratledge,,","Joe Russo,","Chris LaMont,Joe Russo,","Thriller,",TV-14,"May 20, 2020 (United States)","United States,","English,","Indy Entertainment,Quint Pictures,",,,1h 26min,Color,"Stereo,",16:9 HD,5.2/10,239,11,14,
